MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,OMAXAUTO,OMAX AUTOS LTD,        48.65,        49.70,        50.00,        45.35,        48.50,                  1130910.55,23522,N, ,478,        73.75,        36.95
N,EQ,OMAXE,OMAXE LIMITED,        95.75,        95.75,        98.95,        92.75,        93.65,                 20574271.45,214408,N, ,4704,       109.15,        60.00
N,EQ,OMINFRAL,OM INFRA LIMITED,        43.00,        43.20,        47.80,        43.20,        45.60,                 14461517.95,321846,N, ,2247,        56.45,        18.95
N,EQ,OMKARCHEM,OMKAR SPL CHEM LTD,        28.10,        28.30,        30.90,        28.30,        30.90,                  1814113.90,59284,N, ,420,        41.50,        11.70
N,EQ,ONELIFECAP,ONELIFE CAP ADVISORS LTD,        13.30,        13.30,        13.80,        13.15,        13.45,                   152536.35,11370,N, ,123,        20.45,         6.70
N,EQ,ONEPOINT,ONE POINT ONE SOL LTD,        13.20,        12.60,        13.65,        12.55,        12.55,                  3298602.05,259139,N, ,711,        96.05,        10.55
N,EQ,ONMOBILE,ONMOBILE GLOBAL LTD.,       122.55,       127.10,       132.10,       126.10,       128.35,                173640985.25,1342621,N, ,11748,       175.30,        87.80
N,EQ,ONWARDTEC,ONWARD TECHNOLOGIES LTD,       300.00,       303.95,       303.95,       285.00,       285.10,                 12024429.90,41076,N, ,1476,       406.40,        97.15
N,EQ,OPTIEMUS,OPTIEMUS INFRACOM LTD,       257.45,       257.00,       308.90,       257.00,       266.70,                 17460317.15,64546,N, ,1971,       407.65,       114.15
N,EQ,ORBTEXP,ORBIT EXPORTS LIMITED,       114.65,       119.90,       124.05,       116.35,       118.50,                 14993992.05,124612,N, ,4441,       134.80,        55.40
N,EQ,ORCHPHARMA,ORCHID PHARMA LIMITED,       269.95,       278.00,       283.40,       277.95,       283.40,                 32161701.15,113612,N, ,576,      1667.00,       265.00
N,EQ,ORICONENT,ORICON ENTERPRISES LTD,        33.80,        34.30,        36.05,        34.30,        34.90,                  5417770.45,154091,N, ,980,        45.00,        21.55
N,EQ,ORIENTABRA,ORIENT ABRASIVE LTD,        27.75,        27.90,        29.10,        27.90,        28.75,                  2871977.00,100191,N, ,1085,        40.45,        19.20
N,EQ,ORIENTBELL,ORIENT BELL LIMITED,       467.65,       475.00,       561.15,       464.25,       559.60,                162355774.95,301380,N, ,13610,       561.15,       201.55
N,EQ,ORIENTCEM,ORIENT CEMENT LTD.,       150.10,       152.90,       154.85,       152.05,       153.85,                 21039523.85,137036,N, ,2756,       185.55,        89.00
N,EQ,ORIENTELEC,ORIENT ELECTRIC LIMITED,       328.65,       326.10,       332.00,       320.90,       324.35,                 70861115.65,217819,N, ,26333,       408.00,       263.50
N,EQ,ORIENTHOT,ORIENT HOTELS LTD,        49.40,        50.25,        52.55,        50.25,        52.20,                 20702933.05,399164,N, ,2565,        62.00,        21.65
N,EQ,ORIENTLTD,ORIENT PRESS LIMITED,        70.60,        71.10,        71.70,        70.10,        70.20,                   118153.10,1665,N, ,74,       122.90,        63.25
N,EQ,ORIENTPPR,ORIENT PAPER AND INDS LTD,        27.85,        28.45,        29.20,        28.35,        29.00,                 18140746.95,629068,N, ,2290,        39.40,        21.35
N,EQ,ORISSAMINE,ORISSA MIN DEV CO LTD,      2529.85,      2542.50,      2618.75,      2490.20,      2514.40,                 28461843.25,11065,N, ,3083,      3802.00,      2200.00
N,EQ,ORTINLAB,ORTIN LABORATORIES LTD,        25.55,        26.60,        27.30,        25.85,        26.55,                  2000644.95,75353,N, ,834,        52.25,        21.40
N,SM,OSIAHYPER,OSIA HYPER RETAIL LTD,       230.00,       244.00,       245.00,       240.00,       240.00,                   389200.00,1600,N, ,4,       315.00,       117.00
N,EQ,OSWALAGRO,OSWAL AGRO MILLS LTD,        27.85,        27.85,        29.20,        27.85,        28.30,                  1210273.75,41994,N, ,478,        45.50,         8.20
N,EQ,PAGEIND,PAGE INDUSTRIES LTD,     40771.75,     42950.00,     42950.00,     40919.40,     41137.95,               1268527197.05,30588,N, ,10912,     45600.00,     27266.00
N,EQ,PAISALO,PAISALO DIGITAL LIMITED,       642.50,       639.00,       651.00,       615.10,       623.30,                 30574711.70,48206,N, ,1255,      1143.00,       560.00
N,EQ,PANACEABIO,PANACEA BIOTEC LTD,       202.65,       200.00,       204.70,       195.20,       196.25,                 19398088.10,96822,N, ,1959,       449.00,       165.30
N,EQ,PANACHE,PANACHE DIGILIFE LIMITED,        51.90,        54.30,        54.40,        49.20,        49.85,                  1448056.25,28699,N, ,392,        94.80,        40.50
N,EQ,PANAMAPET,PANAMA PETROCHEM LTD,       226.70,       228.50,       234.70,       225.80,       227.25,                 34664211.70,151212,N, ,5680,       333.00,       135.00
N,EQ,PANSARI,PANSARI DEVELOPERS LTD,       109.15,       107.00,       109.05,        98.65,       103.95,                   169176.80,1621,N, ,179,       176.45,        57.75
N,EQ,PAR,PAR DRUGS AND CHEM LTD,       150.10,       154.90,       157.00,       153.45,       155.95,                   710582.65,4557,N, ,120,       310.60,       140.10
N,EQ,PARAGMILK,PARAG MILK FOODS LTD.,        99.90,       101.45,       103.60,        99.60,       100.30,                 29637718.15,292500,N, ,4688,       159.90,        94.00
N,EQ,PARAS,PARAS DEF AND SPCE TECH L,       612.95,       615.00,       627.95,       615.00,       618.45,                 40216963.65,64661,N, ,5122,      1258.20,       607.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,       107.00,       110.00,       110.00,       105.00,       105.00,                   646000.00,6000,N, ,3,       122.00,        16.50
N,SM,PASHUPATI,PASHUPATI COTSPIN LIMITED,       108.00,       106.00,       111.00,       106.00,       111.00,                   700000.00,6400,N, ,4,       111.00,        51.20
N,EQ,PASUPTAC,PASUPATI ACRYLON LIMITED,        36.80,        39.50,        39.50,        37.05,        38.10,                  5511907.05,143307,N, ,1439,        57.60,        28.05
N,EQ,PATINTLOG,PATEL INT. LOG. LTD,        14.45,        14.70,        15.25,        14.35,        14.55,                   693965.15,46822,N, ,308,        32.00,        13.50
N,E1,PATINTPP,PATEL INTE RS. 2.5 PPD UP,         4.95,         4.60,         5.20,         4.60,         5.05,                   413494.75,82740,N, ,152,         7.75,         4.00
N,EQ,PAYTM,ONE 97 COMMUNICATIONS LTD,       815.90,       823.00,       837.05,       815.25,       821.95,               1305354572.45,1575013,N, ,55402,      1955.00,       785.00
N,EQ,PBAINFRA,PBA INFRASTRUCTURE LTD.,        12.65,        12.35,        13.25,        12.25,        12.55,                   607246.60,47715,N, ,215,        18.80,        12.25
N,EQ,PCBL,PCBL LIMITED,       195.65,       197.50,       206.30,       196.30,       197.45,                101260056.45,509799,N, ,8386,       277.30,       175.00
N,EQ,PCJEWELLER,PC JEWELLER LTD,        20.40,        20.75,        21.15,        20.55,        20.65,                 18927637.05,907926,N, ,2660,        32.95,        19.75
N,EQ,PDMJEPAPER,PUDUMJEE PAPER PRO. LTD,        33.55,        33.60,        35.50,        33.60,        34.15,                  3941886.90,114671,N, ,1241,        50.90,        21.50
N,EQ,PDSL,PDS LIMITED,      1583.70,      1585.00,      1647.00,      1585.00,      1620.25,                  3516092.85,2175,N, ,643,      2024.80,       603.95
N,EQ,PEARLPOLY,PEARL POLYMERS LTD,        18.00,        17.85,        18.60,        17.85,        18.15,                   286820.05,15716,N, ,115,        24.95,         5.15
N,EQ,PENIND,PENNAR INDUSTRIES LTD,        35.70,        36.10,        37.10,        35.80,        36.00,                 24848619.40,680831,N, ,3648,        48.00,        16.20
N,SM,PENTAGOLD,PENTA GOLD LIMITED,       190.00,       199.50,       199.50,       190.00,       190.00,                  3448500.00,18000,N, ,4,       199.50,        61.10
N,EQ,PERSISTENT,PERSISTENT SYSTEMS LTD,      3927.00,      3977.55,      4013.90,      3905.45,      3959.65,               1092859568.45,276786,N, ,29119,      4987.50,      1595.00
N,EQ,PFC,POWER FIN CORP LTD.,       117.20,       117.70,       119.65,       117.60,       118.45,                491553901.50,4141972,N, ,19191,       153.75,       104.10
N,EQ,PFIZER,PFIZER LTD,      4200.00,      4220.00,      4300.00,      4220.00,      4285.05,                 91629817.60,21435,N, ,2982,      6175.00,      4183.70
N,EQ,PFOCUS,PRIME FOCUS LIMITED,        75.20,        75.40,        78.95,        75.40,        76.65,                  2226475.60,28742,N, ,505,        98.95,        48.45
N,EQ,PFS,PTC INDIA FIN SERV LTD,        16.65,        16.70,        17.15,        16.60,        16.80,                  8135480.10,479998,N, ,1561,        25.95,        15.75
N,EQ,PGEL,PG ELECTROPLAST LTD,       611.25,       612.00,       636.05,       610.00,       611.90,                 25447083.80,40985,N, ,6374,       871.45,       290.85
N,EQ,PGHL,PROCTER & GAMBLE HEALTH L,      4565.30,      4565.00,      4664.00,      4500.00,      4620.35,                 27064670.30,5887,N, ,2335,      7200.00,      4488.00
N,EQ,PGIL,PEARL GLOBAL IND LIMITED,       411.80,       411.80,       430.00,       405.10,       411.30,                  3607418.80,8679,N, ,754,       575.00,       162.40
N,IV,PGINVIT,POWERGRID INFRA. INVITS,       129.54,       129.63,       129.97,       129.40,       129.45,                155525985.08,1200424,N, ,1154,       136.49,       102.75
N,EQ,PHOENIXLTD,THE PHOENIX MILLS LTD,       959.50,       964.60,       984.00,       940.00,       950.50,                 90345472.45,93890,N, ,14777,      1195.00,       652.80
N,EQ,PIIND,PI INDUSTRIES LTD,      2494.90,      2508.00,      2558.00,      2500.20,      2534.60,                498082697.80,196422,N, ,19330,      3534.90,      2123.00
N,EQ,PILANIINVS,PILANI INV & IND COR LTD,      1691.25,      1710.00,      1775.00,      1708.00,      1753.80,                  3533617.40,2035,N, ,720,      2250.00,      1536.00
N,EQ,PIONDIST,PIONEER DIST LTD,       166.30,       168.15,       173.50,       168.15,       170.90,                  1261271.35,7328,N, ,58,       209.40,        98.05
