MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty100ESGSecLdr,      2961.80,      2974.05,      2983.85,      2948.70,      2951.10,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 ESG,      3544.60,      3560.60,      3570.70,      3533.65,      3537.00,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY M150 QLTY50,     16993.35,     17101.65,     17148.45,     16984.60,     16995.60,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY INDIA MFG,      8155.50,      8186.85,      8228.10,      8146.65,      8156.85,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     34379.50,     34553.10,     34591.00,     34231.80,     34354.75,0,0,Y, ,0,     39446.70,     25398.95
Y, , ,Nifty Next 50,     43382.20,     43625.25,     43802.05,     43386.25,     43443.90,0,0,Y, ,0,     45290.80,     33513.60
Y, , ,Nifty Bank,     37747.40,     37887.30,     37988.60,     37408.20,     37463.40,0,0,Y, ,0,     41829.60,     30405.65
Y, , ,NIFTY MIDCAP 100,     30804.90,     30995.25,     31079.90,     30766.80,     30796.30,0,0,Y, ,0,     33243.50,     22799.90
Y, , ,Nifty 500,     15164.70,     15239.65,     15284.70,     15126.65,     15138.55,0,0,Y, ,0,     16004.45,     11923.20
Y, , ,Nifty 100,     17877.55,     17956.20,     18017.30,     17816.20,     17835.20,0,0,Y, ,0,     18870.70,     14329.60
Y, , ,Nifty Midcap 50,      8467.55,      8512.75,      8531.10,      8442.85,      8455.40,0,0,Y, ,0,      9196.75,      6325.05
Y, , ,Nifty Realty,       466.60,       469.50,       472.60,       463.00,       464.10,0,0,Y, ,0,       560.90,       298.35
Y, , ,Nifty Infra,      5130.90,      5150.25,      5183.40,      5125.95,      5142.60,0,0,Y, ,0,      5362.80,      3890.30
Y, , ,Nifty Energy,     28059.05,     28388.05,     28543.35,     28056.25,     28193.70,0,0,Y, ,0,     28706.35,     17159.30
Y, , ,Nifty FMCG,     37931.40,     38034.60,     38309.75,     37894.70,     38191.40,0,0,Y, ,0,     42021.45,     33407.55
Y, , ,Nifty MNC,     18632.35,     18692.00,     18778.45,     18591.75,     18627.45,0,0,Y, ,0,     20129.85,     15739.95
Y, , ,Nifty Pharma,     13744.65,     13761.15,     13849.15,     13698.70,     13772.75,0,0,Y, ,0,     14938.25,     12290.90
Y, , ,Nifty PSE,      4357.70,      4385.20,      4408.20,      4367.25,      4376.15,0,0,Y, ,0,      4504.35,      2964.70
Y, , ,Nifty PSU Bank,      2896.15,      2911.60,      2924.85,      2895.35,      2900.70,0,0,Y, ,0,      3133.50,      1910.65
Y, , ,Nifty Serv Sector,     24506.65,     24641.70,     24690.55,     24363.95,     24389.50,0,0,Y, ,0,     25822.85,     19628.30
Y, , ,India VIX,18.1575,18.1575,18.4025,16.1925,17.7850,0,0,Y, ,0,33.9725,9.0250
Y, , ,Nifty Auto,     10788.80,     10819.10,     10874.20,     10676.90,     10698.30,0,0,Y, ,0,     12139.75,      9226.95
Y, , ,Nifty Metal,      6589.25,      6642.40,      6702.05,      6603.00,      6627.00,0,0,Y, ,0,      6825.65,      4266.85
Y, , ,Nifty Media,      2408.30,      2426.80,      2432.25,      2384.70,      2389.70,0,0,Y, ,0,      2494.55,      1409.05
Y, , ,NIFTY SMLCAP 100,     10717.50,     10812.40,     10850.65,     10728.35,     10738.00,0,0,Y, ,0,     12047.45,      7950.45
Y, , ,Nifty 200,      9351.70,      9395.15,      9424.45,      9323.55,      9332.25,0,0,Y, ,0,      9895.10,      7427.00
Y, , ,Nifty Div Opps 50,      3750.00,      3768.20,      3785.00,      3750.80,      3764.80,0,0,Y, ,0,      3971.00,      2974.80
Y, , ,Nifty Commodities,      6311.55,      6355.80,      6400.55,      6332.70,      6349.35,0,0,Y, ,0,      6456.45,      4423.20
Y, , ,Nifty Consumption,      7052.20,      7070.45,      7108.95,      7019.30,      7049.55,0,0,Y, ,0,      7653.45,      5790.20
Y, , ,Nifty Fin Service,     17572.15,     17644.80,     17689.25,     17391.70,     17419.60,0,0,Y, ,0,     19778.95,     14675.45
Y, , ,Nifty50 Div Point,         1.69,         1.69,         1.69,         1.69,         1.69,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      4611.65,      4632.65,      4658.65,      4604.20,      4609.95,0,0,Y, ,0,      4790.10,      3416.40
Y, , ,Nifty CPSE,      2682.70,      2704.45,      2723.25,      2692.45,      2700.75,0,0,Y, ,0,      2743.00,      1693.30
Y, , ,Nifty GrowSect 15,      7749.20,      7758.70,      7810.20,      7729.80,      7772.85,0,0,Y, ,0,      8301.15,      6822.30
Y, , ,Nifty50 PR 2x Lev,      8807.95,      8877.05,      8940.40,      8733.90,      8752.15,0,0,Y, ,0,     10268.25,      6075.25
Y, , ,Nifty50 PR 1x Inv,       252.35,       251.35,       253.40,       250.45,       253.15,0,0,Y, ,0,       309.60,       238.00
Y, , ,Nifty50 TR 2x Lev,     12031.85,     12126.20,     12212.75,     11930.70,     11955.60,0,0,Y, ,0,     13910.90,      8110.55
Y, , ,Nifty50 TR 1x Inv,       216.05,       215.20,       216.95,       214.40,       216.70,0,0,Y, ,0,       268.05,       204.60
Y, , ,Nifty50 Value 20,      9099.25,      9137.10,      9185.70,      9094.90,      9134.85,0,0,Y, ,0,      9602.50,      7265.60
Y, , ,Nifty Mid Liq 15,      7678.25,      7730.05,      7754.95,      7662.90,      7675.35,0,0,Y, ,0,      7961.85,      5362.15
Y, , ,Nifty Pvt Bank,     19108.75,     19193.60,     19241.40,     18912.65,     18942.70,0,0,Y, ,0,     21719.30,     16262.45
Y, , ,NIFTY100 Qualty30,      3820.35,      3827.75,      3842.35,      3804.50,      3815.55,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 8 13Yr,      2233.56,      2233.98,      2233.98,      2226.51,      2227.68,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr,      1989.90,      1990.27,      1990.27,      1977.84,      1984.81,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr Cln,       875.41,       875.41,       875.41,       869.85,       872.96,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 4 8Yr,      2467.40,      2467.84,      2467.84,      2458.87,      2460.28,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 11 15Yr,      2414.04,      2414.51,      2414.51,      2407.28,      2408.33,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 15YrPlus,      2620.01,      2620.54,      2620.54,      2607.15,      2609.68,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS Compsite,      2316.15,      2316.57,      2316.57,      2306.56,      2308.04,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY HEALTHCARE,      8602.25,      8612.85,      8687.55,      8590.50,      8644.70,0,0,Y, ,0,      9275.15,      6482.80
Y, , ,NIFTY CONSR DURBL,     27621.40,     27700.75,     27735.75,     27514.35,     27591.20,0,0,Y, ,0,     30892.40,     14089.55
Y, , ,NIFTY OIL AND GAS,      8163.65,      8228.25,      8261.55,      8185.65,      8223.25,0,0,Y, ,0,      8378.25,      4632.70
Y, , ,NIFTY500 MULTICAP,      9961.30,     10018.20,     10045.00,      9949.10,      9955.55,0,0,Y, ,0,     10475.45,      5531.55
Y, , ,NIFTY LARGEMID250,      9885.95,      9938.70,      9960.90,      9863.05,      9869.90,0,0,Y, ,0,     10495.35,      5635.20
Y, , ,NIFTY MID SELECT,      7511.00,      7556.50,      7575.35,      7488.30,      7500.00,0,0,Y, ,0,      8124.45,      5520.25
Y, , ,NIFTY TOTAL MKT,      8443.60,      8485.85,      8511.60,      8424.45,      8430.95,0,0,Y, ,0,      8833.95,      6252.10
Y, , ,NIFTY MICROCAP250,     10873.35,     10953.90,     11022.00,     10941.15,     10952.80,0,0,Y, ,0,     11249.55,      5802.95
Y, , ,NIFTY IND DIGITAL,      6412.40,      6444.25,      6480.85,      6390.15,      6403.10,0,0,Y, ,0,      7365.45,      4755.25
 , , , , , , , , , , ,Y, , , , 
 , , , , , , , , , , ,Y, , , , 
 , , ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,       844.90,       849.90,       854.90,       836.50,       840.50,               2497252614.25,2955807,Y, ,56221,       901.00,       638.10
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      3128.65,      3117.20,      3121.90,      3066.10,      3080.65,               3458745383.45,1121350,Y, ,71725,      3590.00,      2488.00
N,EQ,AXISBANK,AXIS BANK LIMITED,       798.45,       805.80,       805.80,       790.85,       793.05,               6093719823.70,7640132,Y, ,136365,       866.90,       626.65
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      3712.05,      3712.05,      3747.50,      3669.10,      3697.30,                733305533.65,198206,Y, ,21943,      4347.00,      3027.05
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,     16318.05,     16404.00,     16500.00,     16050.00,     16090.05,               4033549620.40,248390,Y, ,46235,     19325.00,      9035.85
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,      7274.50,      7313.00,      7380.00,      7282.05,      7328.45,               4931666094.70,672317,Y, ,75665,      8050.00,      4362.00
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,       741.65,       742.00,       756.50,       737.95,       740.65,               4734103794.15,6343030,Y, ,111544,       781.80,       518.50
N,EQ,BPCL,BHARAT PETROLEUM CORP  LT,       380.60,       380.00,       383.95,       377.70,       379.00,               1241104174.60,3261962,Y, ,53030,       503.00,       331.10
N,EQ,BRITANNIA,BRITANNIA INDUSTRIES LTD,      3344.10,      3340.00,      3388.00,      3340.00,      3349.65,                691681144.95,205852,Y, ,24904,      4153.00,      3050.00
N,EQ,CIPLA,CIPLA LTD,      1027.25,      1031.00,      1033.80,      1012.20,      1016.60,               1929358658.00,1890795,Y, ,48635,      1083.00,       850.00
N,EQ,COALINDIA,COAL INDIA LTD,       186.00,       188.00,       191.30,       185.70,       186.60,               2679208239.95,14216953,Y, ,94414,       203.80,       123.40
N,EQ,DIVISLAB,DIVI S LABORATORIES LTD,      4473.40,      4471.00,      4520.45,      4430.15,      4499.25,               1371352653.40,306254,Y, ,24841,      5425.10,      3675.20
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      4372.35,      4351.00,      4362.35,      4290.60,      4299.20,               1593340349.10,369436,Y, ,42855,      5614.60,      3654.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      2521.80,      2530.00,      2555.00,      2479.55,      2491.45,                965124867.55,383935,Y, ,29965,      2994.00,      2159.55
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      1755.50,      1757.00,      1778.00,      1738.40,      1765.95,               1470472643.70,836083,Y, ,40500,      1929.80,      1262.00
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1131.15,      1135.00,      1143.10,      1123.00,      1125.10,               2232473060.55,1971580,Y, ,79409,      1377.75,       891.00
N,EQ,HDFC,HDFC LTD,      2425.70,      2447.00,      2447.00,      2371.55,      2378.50,              10213119850.95,4257122,Y, ,189878,      3021.10,      2046.00
N,EQ,HDFCBANK,HDFC BANK LTD,      1493.50,      1490.00,      1502.30,      1462.65,      1464.95,              21348437343.80,14446260,Y, ,399313,      1725.00,      1292.00
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       562.30,       565.00,       568.75,       562.00,       564.85,               1307174554.70,2313264,Y, ,54350,       775.65,       497.05
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,      2297.90,      2291.55,      2311.15,      2268.90,      2274.40,                975105757.75,426929,Y, ,39137,      3090.00,      2146.85
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       542.35,       547.00,       551.90,       543.55,       546.75,               4050854452.00,7396320,Y, ,114192,       636.00,       331.60
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2132.25,      2137.70,      2165.00,      2130.70,      2152.15,               2301004209.10,1071601,Y, ,54432,      2859.30,      1901.55
N,EQ,ICICIBANK,ICICI BANK LTD.,       763.85,       769.60,       772.55,       760.70,       762.25,              12363241052.60,16119956,Y, ,246413,       867.00,       531.15
N,EQ,INDUSINDBK,INDUSIND BANK LIMITED,       985.10,       992.00,       996.25,       982.00,       983.40,               2040649231.65,2060127,Y, ,56089,      1242.00,       811.00
N,EQ,INFY,INFOSYS LIMITED,      1742.45,      1754.95,      1757.50,      1732.00,      1748.55,              10933526247.95,6257693,Y, ,223033,      1953.90,      1311.30
N,EQ,IOC,INDIAN OIL CORP LTD,       126.05,       126.05,       129.00,       125.65,       127.90,               1509048556.75,11783874,Y, ,45562,       141.50,        86.75
N,EQ,ITC,ITC LTD,       264.80,       265.30,       270.60,       263.65,       269.55,               5719183511.30,21414383,Y, ,144139,       273.15,       199.10
N,EQ,JSWSTEEL,JSW STEEL LIMITED,       755.90,       760.00,       781.10,       760.00,       766.35,               5171152322.35,6722613,Y, ,110315,       781.10,       566.00
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      1801.85,      1807.70,      1818.50,      1772.75,      1779.60,               3456075952.75,1923692,Y, ,69789,      2253.00,      1626.00
N,EQ,LT,LARSEN & TOUBRO LTD.,      1747.70,      1754.20,      1772.85,      1747.10,      1760.80,               2943940083.30,1673417,Y, ,73585,      2078.55,      1306.00
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,       860.80,       862.50,       875.00,       862.35,       866.10,               3210679835.50,3695363,Y, ,76815,       979.00,       671.15
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,      7618.35,      7618.35,      7704.95,      7440.00,      7469.50,               3987288239.70,527991,Y, ,76062,      9050.00,      6400.00
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,     18417.80,     18475.00,     18549.00,     18250.00,     18382.40,                502757384.15,27330,Y, ,9531,     20609.15,     16255.00
N,EQ,NTPC,NTPC LTD,       152.60,       153.05,       156.20,       152.75,       153.95,               2994524465.40,19454061,Y, ,77427,       158.00,        97.05
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       168.90,       171.40,       174.85,       170.70,       174.25,               4075535225.50,23458303,Y, ,130441,       194.95,        97.45
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       233.10,       234.95,       235.35,       227.55,       229.50,               1908444789.45,8261580,Y, ,73794,       251.50,       167.15
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      2561.05,      2574.50,      2592.60,      2545.50,      2551.65,              12258158723.00,4778478,Y, ,192467,      2751.35,      1876.70
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      1149.10,      1150.00,      1157.90,      1140.00,      1146.90,                584209665.25,509293,Y, ,39501,      1293.25,       868.50
N,EQ,SBIN,STATE BANK OF INDIA,       512.85,       514.30,       520.90,       513.75,       517.70,               7983987949.40,15440525,Y, ,150224,       549.00,       321.30
N,EQ,SHREECEM,SHREE CEMENT LIMITED,     25122.65,     25122.65,     25515.35,     25120.00,     25363.55,                935944962.20,36907,Y, ,10857,     31497.40,     21650.00
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,       921.30,       921.30,       943.00,       921.30,       936.75,               1703776904.00,1825531,Y, ,58498,       948.00,       615.20
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,       812.10,       812.10,       823.50,       811.05,       817.60,                847763791.10,1036739,Y, ,35694,       889.00,       614.00
N,EQ,TATAMOTORS,TATA MOTORS LIMITED,       438.30,       441.80,       442.85,       430.10,       431.05,               7314656264.55,16817981,Y, ,232215,       536.70,       268.45
N,EQ,TATASTEEL,TATA STEEL LIMITED,      1320.25,      1334.95,      1346.00,      1315.00,      1319.50,               5969226933.65,4493780,Y, ,104277,      1534.50,       843.35
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3691.10,      3707.00,      3709.85,      3655.55,      3661.95,               5957287429.65,1621672,Y, ,103822,      4043.00,      3004.00
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1415.00,      1418.10,      1428.70,      1403.40,      1410.45,               2024600389.10,1430399,Y, ,66301,      1838.00,       937.00
N,EQ,TITAN,TITAN COMPANY LIMITED,      2488.20,      2492.20,      2495.95,      2441.10,      2461.35,               2873636034.40,1165453,Y, ,69275,      2768.00,      1400.05
N,EQ,ULTRACEMCO,ULTRATECH CEMENT LIMITED,      6775.55,      6750.00,      6840.00,      6694.20,      6730.05,               2606081175.05,386535,Y, ,45591,      8269.00,      5629.20
N,EQ,UPL,UPL LIMITED,       805.65,       805.65,       836.45,       805.00,       818.65,               4103434080.70,4974212,Y, ,91555,       864.70,       581.30
N,EQ,WIPRO,WIPRO LTD,       558.70,       560.00,       565.50,       554.60,       559.20,               3137075774.95,5602288,Y, ,125855,       739.85,       412.60
 , , , , , , , , , , ,N, , , , 
 , , ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,EQ,ABBOTINDIA,ABBOTT INDIA LIMITED,     17819.15,     18000.00,     18000.00,     17710.00,     17805.05,                102718356.40,5758,N, ,2668,     23934.45,     14586.05
N,EQ,ACC,ACC LIMITED,      2181.40,      2188.00,      2244.65,      2163.55,      2208.65,               1659234513.35,753209,N, ,33824,      2589.00,      1782.25
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2196.95,      2210.00,      2217.15,      2173.45,      2199.45,               2182023564.45,992512,N, ,32919,      2219.00,      1051.05
N,EQ,ALKEM,ALKEM LABORATORIES LTD.,      3451.75,      3450.00,      3490.00,      3405.10,      3420.25,                222378205.30,64494,N, ,9380,      4070.00,      2681.50
N,EQ,AMBUJACEM,AMBUJA CEMENTS LTD,       359.65,       359.95,       374.20,       359.00,       369.20,               6557229580.45,17817591,N, ,164916,       442.50,       274.00
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      4626.30,      4629.00,      4764.00,      4629.00,      4744.45,               3839257095.85,812061,N, ,64080,      5935.40,      2902.30
N,EQ,AUROPHARMA,AUROBINDO PHARMA LTD,       681.15,       682.55,       691.90,       677.35,       683.75,                629395206.10,918292,N, ,19543,      1063.90,       584.25
N,EQ,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,      5698.80,      5780.50,      5894.00,      5466.00,      5517.05,                994659401.45,175474,N, ,38197,      6598.00,      3225.15
N,EQ,BANDHANBNK,BANDHAN BANK LIMITED,       333.45,       336.60,       336.60,       324.55,       326.15,               2962627184.85,8966721,N, ,78902,       354.35,       229.55
N,EQ,BERGEPAINT,BERGER PAINTS (I) LTD,       722.30,       720.70,       726.95,       718.55,       724.15,                210867212.15,291564,N, ,9893,       872.95,       620.45
N,EQ,BIOCON,BIOCON LIMITED.,       349.15,       349.95,       354.80,       348.50,       350.70,                300979701.00,855439,N, ,13012,       420.50,       314.80
N,EQ,BOSCHLTD,BOSCH LIMITED,     14652.10,     14659.95,     14743.65,     14463.00,     14561.95,                208362647.25,14284,N, ,4267,     19250.00,     13225.00
N,EQ,COLPAL,COLGATE PALMOLIVE LTD.,      1541.95,      1544.90,      1546.95,      1525.10,      1530.65,                448610257.05,292236,N, ,11612,      1823.40,      1375.60
N,EQ,DABUR,DABUR INDIA LTD,       553.75,       553.80,       557.70,       551.00,       555.90,                780018698.80,1405005,N, ,22584,       658.95,       502.00
N,EQ,DLF,DLF LIMITED,       393.55,       395.00,       399.40,       389.65,       391.30,                973126628.10,2465488,N, ,31676,       449.70,       231.85
N,EQ,DMART,AVENUE SUPERMARTS LIMITED,      4088.70,      4101.00,      4117.95,      4081.70,      4090.90,                644903913.25,157516,N, ,18608,      5900.00,      2676.40
N,EQ,GAIL,GAIL (INDIA) LTD,       166.70,       167.95,       169.50,       167.00,       168.65,               1851640087.05,10989496,N, ,76064,       171.30,       125.20
N,EQ,GLAND,GLAND PHARMA LIMITED,      3230.00,      3235.00,      3247.00,      3181.00,      3196.50,                793504274.10,247862,N, ,12287,      4350.00,      2446.15
N,EQ,GODREJCP,GODREJ CONSUMER PRODUCTS,       806.10,       808.10,       812.00,       784.20,       786.35,                861939821.10,1078826,N, ,30440,      1138.00,       660.05
N,EQ,HAVELLS,HAVELLS INDIA LIMITED,      1255.80,      1256.00,      1279.35,      1247.75,      1273.70,                762707442.30,602668,N, ,23006,      1504.45,       958.00
N,EQ,HDFCAMC,HDFC AMC LIMITED,      2221.40,      2224.50,      2232.50,      2193.40,      2198.25,                323547747.20,146304,N, ,14261,      3365.00,      1987.85
N,EQ,HINDPETRO,HINDUSTAN PETROLEUM CORP,       288.90,       290.30,       294.40,       288.00,       292.55,                545321806.65,1868057,N, ,35187,       354.80,       222.80
N,EQ,ICICIGI,ICICI LOMBARD GIC LIMITED,      1352.60,      1347.65,      1364.00,      1345.50,      1358.65,                221036936.45,163075,N, ,15886,      1675.00,      1192.00
N,EQ,ICICIPRULI,ICICI PRU LIFE INS CO LTD,       535.30,       535.30,       544.00,       535.00,       541.00,                793252642.05,1466661,N, ,22632,       724.30,       430.00
N,EQ,IGL,INDRAPRASTHA GAS LTD,       377.45,       380.00,       391.50,       378.60,       389.90,               1317914992.60,3409690,N, ,35404,       602.05,       321.00
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      1932.85,      1944.45,      1948.95,      1890.00,      1899.20,                913271521.20,476689,N, ,27889,      2380.00,      1503.00
N,EQ,INDUSTOWER,INDUS TOWERS LIMITED,       217.00,       218.00,       219.45,       216.25,       216.70,                516173354.50,2373371,N, ,30000,       332.80,       194.10
N,EQ,JUBLFOOD,JUBILANT FOODWORKS LTD,      2775.95,      2740.00,      2843.00,      2732.00,      2780.80,               2711393067.85,971720,N, ,61644,      4590.00,      2443.30
N,EQ,LTI,L&T INFOTECH LIMITED,      5910.55,      5915.00,      6088.00,      5851.00,      6038.80,               1849878251.45,310273,N, ,26942,      7588.80,      3525.00
N,EQ,LUPIN,LUPIN LIMITED,       773.60,       777.00,       779.65,       766.00,       773.00,                749843745.60,970871,N, ,31338,      1267.65,       678.80
N,EQ,MARICO,MARICO LIMITED,       517.90,       521.00,       521.15,       513.30,       519.70,                320741115.40,618477,N, ,11565,       607.70,       401.70
N,EQ,MCDOWELL-N,UNITED SPIRITS LIMITED,       900.45,       906.00,       912.00,       891.35,       893.95,               1026807401.35,1138781,N, ,31092,      1019.95,       507.50
N,EQ,MRF,MRF LTD,     67585.70,     67650.00,     68121.00,     67011.00,     67447.30,                576837255.30,8522,N, ,3280,     87550.00,     63000.00
N,EQ,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,      1347.60,      1350.65,      1356.80,      1333.15,      1336.80,                582835744.65,433733,N, ,32269,      1721.95,      1121.00
N,EQ,NAUKRI,INFO EDGE (I) LTD,      4786.90,      4785.00,      4800.00,      4733.00,      4753.85,                564895365.40,118618,N, ,15068,      7465.40,      4208.45
N,EQ,NMDC,NMDC LTD.,       169.65,       169.70,       172.00,       167.20,       167.60,               1289298354.65,7634454,N, ,35681,       213.20,       125.00
N,EQ,PEL,PIRAMAL ENTERPRISES LTD,      2275.00,      2281.00,      2310.00,      2262.85,      2283.45,                696297669.65,304483,N, ,19047,      3014.95,      1607.10
N,EQ,PETRONET,PETRONET LNG LIMITED,       202.80,       202.50,       204.85,       200.80,       204.25,                586869895.15,2895318,N, ,22191,       252.20,       190.25
N,EQ,PGHH,P&G HYGIENE & HEALTH CARE,     14464.05,     14574.00,     14579.80,     14451.00,     14509.55,                 20683241.15,1422,N, ,600,     16448.70,     12310.10
N,EQ,PIDILITIND,PIDILITE INDUSTRIES LTD,      2375.70,      2375.70,      2420.00,      2349.15,      2366.05,               1485395026.60,624747,N, ,40274,      2764.70,      1753.00
N,EQ,PNB,PUNJAB NATIONAL BANK,        36.75,        36.85,        37.15,        36.60,        36.65,                833348465.45,22607254,N, ,37829,        48.20,        31.75
N,EQ,SBICARD,SBI CARDS & PAY SER LTD,       844.95,       850.00,       850.25,       833.00,       833.55,                703939736.25,839620,N, ,35178,      1165.00,       712.25
N,EQ,SIEMENS,SIEMENS LTD,      2450.60,      2435.00,      2489.00,      2435.00,      2467.00,                341422250.15,138434,N, ,14858,      2576.85,      1717.80
N,EQ,TORNTPHARM,TORRENT PHARMACEUTICALS L,      2806.75,      2804.00,      2874.60,      2774.55,      2849.50,                511090338.15,179458,N, ,13828,      3298.50,      2475.50
N,EQ,UBL,UNITED BREWERIES LTD,      1542.20,      1557.70,      1557.70,      1517.10,      1526.50,                290233311.35,188706,N, ,14627,      1785.80,      1051.40
N,EQ,VEDL,VEDANTA LIMITED,       417.00,       422.00,       427.55,       421.40,       425.80,               1928214919.00,4532025,N, ,52008,       440.75,       209.75
N,EQ,YESBANK,YES BANK LIMITED,        14.65,        14.70,        14.90,        14.50,        14.55,               1029026867.45,70370226,N, ,55303,        16.25,        10.50
 ,EQ, , , , , , , , , , , , , , 
 ,EQ, ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,EQ,20MICRONS,20 MICRONS LTD,        90.30,        90.70,        92.40,        89.25,        89.50,                 15884400.55,175093,N, ,2825,       108.25,        34.05
N,EQ,21STCENMGM,21ST CENTURY MGMT SERVICE,        30.55,        30.90,        30.95,        30.10,        30.65,                   279225.80,9155,N, ,153,        64.00,        11.70
N,EQ,3IINFOLTD,3I INFOTECH LIMITED,        66.40,        68.00,        68.50,        66.05,        66.45,                 37629044.45,561267,N, ,6424,       119.30,        49.10
N,EQ,3MINDIA,3M INDIA LIMITED,     21378.40,     21232.00,     21400.00,     21200.00,     21339.95,                 23380350.10,1099,N, ,707,     27970.00,     19374.10
