S No.,Reco Full,Reco Datetime,Reco Provider,Reco For,Symbol,Target Price,Action,Buy Date,Buy Price,Sell Date,Sell Price,Status
1859,Buy Emami; target of Rs 450: Prabhudas Lilladher ,2020-11-12 15:25:00,Prabhudas Lilladher,Emami,EMAMILTD,450.0,Buy,2020-11-12,378.0,2020-12-01,450.0,Complete
1860,Buy Container Corporation of India; target of Rs 468: Prabhudas Lilladher ,2020-11-12 15:25:00,Prabhudas Lilladher,Container Corporation of India,CONCOR,468.0,Buy,2020-11-12,400.7,2021-02-03,468.0,Complete
1861,Buy Inox Leisure; target of Rs 322: Prabhudas Lilladher ,2020-11-12 15:24:00,Prabhudas Lilladher,Inox Leisure,INOXLEISUR,322.0,Buy,2020-11-12,270.1,2021-01-06,322.0,Complete
1862,Buy JK Lakshmi Cement; target of Rs 370: Prabhudas Lilladher ,2020-11-12 15:24:00,Prabhudas Lilladher,JK Lakshmi Cement,JKLAKSHMI,370.0,Buy,2020-11-12,302.25,2021-02-08,370.0,Complete
1863,Buy ITC; target of Rs 254: Prabhudas Lilladher ,2020-11-12 15:24:00,Prabhudas Lilladher,ITC,ITC,254.0,Buy,2020-11-12,185.2,2021-10-14,254.0,Complete
1864,Buy Indoco Remedies; target of Rs 352: Prabhudas Lilladher ,2020-11-12 15:23:00,Prabhudas Lilladher,Indoco Remedies,INDOCO,352.0,Buy,2020-11-12,255.3,2021-05-06,352.0,Complete
1865,Buy Ashok Leyland; target of Rs 100: Prabhudas Lilladher ,2020-11-12 15:22:00,Prabhudas Lilladher,Ashok Leyland,ASHOKLEY,100.0,Buy,2020-11-12,89.55,2020-12-16,100.0,Complete
1866,Buy NOCIL; target of Rs 169: Prabhudas Lilladher ,2020-11-12 15:21:00,Prabhudas Lilladher,NOCIL,NOCIL,169.0,Buy,2020-11-12,136.5,2021-02-15,169.0,Complete
1867,Buy Voltamp Transformers; target of Rs 1282: Prabhudas Lilladher ,2020-11-12 15:21:00,Prabhudas Lilladher,Voltamp Transformers,VOLTAMP,1282.0,Buy,2020-11-12,1028.6,2020-12-15,1282.0,Complete
1868,Buy Insecticides India; target of Rs 595: Prabhudas Lilladher ,2020-11-12 15:21:00,Prabhudas Lilladher,Insecticides India,INSECTICID,595.0,Buy,2020-11-12,428.35,2021-06-09,595.0,Complete
1869,Buy Exide Industries; target of Rs 194: Prabhudas Lilladher ,2020-11-12 15:21:00,Prabhudas Lilladher,Exide Industries,EXIDEIND,194.0,Buy,2020-11-12,164.75,2020-12-08,194.0,Complete
1870,Buy Mahindra and Mahindra; target of Rs 728: Prabhudas Lilladher ,2020-11-12 15:21:00,Prabhudas Lilladher,Mahindra and Mahindra,MHRIL,728.0,Buy,,,,,Not Attempted
1871,Buy Motherson Sumi Systems; target of Rs 147: Prabhudas Lilladher ,2020-11-12 15:20:00,Prabhudas Lilladher,Motherson Sumi Systems,MOTHERSUMI,147.0,Buy,2020-11-12,131.35,2020-11-23,147.0,Complete
1872,Buy Hindalco Industries; target of Rs 230: Prabhudas Lilladher ,2020-11-12 15:20:00,Prabhudas Lilladher,Hindalco Industries,HINDALCO,230.0,Buy,2020-11-12,205.05,2020-11-25,230.0,Complete
1873,Buy Bajaj Electricals; target of Rs 605: Prabhudas Lilladher ,2020-11-12 15:20:00,Prabhudas Lilladher,Bajaj Electricals,BAJAJCON,605.0,Buy,,,,,Not Attempted
1874,Buy Kalpataru Power Transmission; target of Rs 296: Prabhudas Lilladher ,2020-11-12 15:20:00,Prabhudas Lilladher,Kalpataru Power Transmission,KALPATPOWR,296.0,Buy,2020-11-12,256.55,2020-11-14,296.0,Complete
1875,Buy Hindustan Petroleum Corporation; target of Rs 280: Prabhudas Lilladher ,2020-11-12 15:19:00,Prabhudas Lilladher,Hindustan Petroleum Corporation,HINDPETRO,280.0,Buy,2020-11-12,214.9,2021-05-21,280.0,Complete
1876,Buy State Bank of India; target of Rs 290: Prabhudas Lilladher ,2020-11-12 15:19:00,Prabhudas Lilladher,State Bank of India,SBIN,290.0,Buy,2020-11-12,233.2,2021-01-07,290.0,Complete
1877,Buy PSP Projects; target of Rs 548: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,PSP Projects,PSPPROJECT,548.0,Buy,2020-11-12,390.35,2021-10-27,548.0,Complete
1878,Buy NCC; target of Rs 47: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,NCC,NCC,47.0,Buy,2020-11-12,36.9,2020-12-03,47.0,Complete
1879,Buy Exide Industries; target of Rs 201: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,Exide Industries,EXIDEIND,201.0,Buy,2020-11-12,164.75,2021-01-08,201.0,Complete
1880,Accumulate Ashok Layland; target of Rs 98: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,Ashok Layland,ASHOKLEY,98.0,Accumulate,2020-11-12,89.55,2020-12-16,98.0,Complete
1881,Accumulate Gulf Oil Lubricants; target of Rs 760: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,Gulf Oil Lubricants,GULFOILLUB,760.0,Accumulate,2020-11-12,679.8,2020-11-19,760.0,Complete
1882,Accumulate IPCA Laboratories; target of Rs 2369: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,IPCA Laboratories,IPCALAB,2369.0,Accumulate,2020-11-12,2048.0,2021-01-29,1843.2,Complete
1883,Accumulate Mahindra and Mahindra; target of Rs 715: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,Mahindra and Mahindra,MHRIL,715.0,Accumulate,,,,,Not Attempted
1884,Accumulate GAIL; target of Rs 107: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,GAIL,GAIL,107.0,Accumulate,2020-11-12,93.75,2020-12-01,107.0,Complete
1885,Reduce ITC; target of Rs 187: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,ITC,ITC,187.0,Reduce,,,,,Not Attempted
1886,Buy Lemon Tree Hotel; target of Rs 37: Dolat Capital Market ,2020-11-12 13:41:00,Dolat Capital Market,Lemon Tree Hotel,LEMONTREE,37.0,Buy,2020-11-12,29.9,2020-12-02,37.0,Complete
1887,Buy Kolte Patil Developers; target of Rs 240: HDFC Securities ,2020-11-12 12:41:00,HDFC Securities,Kolte Patil Developers,KOLTEPATIL,240.0,Buy,2020-11-12,169.95,2020-12-23,240.0,Complete
1888,Buy BSE; target of Rs 680: HDFC Securities ,2020-11-12 12:40:00,HDFC Securities,BSE,BSE,680.0,Buy,2020-11-12,494.5,2021-05-06,680.0,Complete
1889,Buy Dilip Buildcon; target of Rs 585 HDFC Securities ,2020-11-12 12:40:00,HDFC Securities,Dilip Buildcon,DBL,585.0,Buy,2020-11-12,347.0,2021-02-19,585.0,Complete
1890,Buy ITC; target of Rs 236 HDFC Securities ,2020-11-12 12:39:00,HDFC Securities,ITC,ITC,236.0,Buy,2020-11-12,185.2,2021-02-05,236.0,Complete
1891,Buy PSP Projects; target of Rs 490 HDFC Securities ,2020-11-12 12:39:00,HDFC Securities,PSP Projects,PSPPROJECT,490.0,Buy,2020-11-12,390.35,2021-02-05,490.0,Complete
1892,Buy Gulf Oil Lubricants; target of Rs 800: HDFC Securities ,2020-11-12 12:39:00,HDFC Securities,Gulf Oil Lubricants,GULFOILLUB,800.0,Buy,2020-11-12,679.8,2020-11-19,800.0,Complete
1893,Buy GAIL; target of Rs 129: HDFC Securities ,2020-11-12 12:39:00,HDFC Securities,GAIL,GAIL,129.0,Buy,2020-11-12,93.75,2021-01-05,129.0,Complete
1894,Buy NCC; target of Rs 60: HDFC Securities ,2020-11-12 12:38:00,HDFC Securities,NCC,NCC,60.0,Buy,2020-11-12,36.9,2020-12-08,60.0,Complete
1895,Buy Teamlease Services; target of Rs 2480: HDFC Securities ,2020-11-12 12:38:00,HDFC Securities,Teamlease Services,TEAMLEASE,2480.0,Buy,2020-11-12,2351.55,2020-11-19,2480.0,Complete
1896,Reduce Indostar Capital Finance; target of Rs 303: HDFC Securities ,2020-11-12 12:38:00,HDFC Securities,Indostar Capital Finance,INDOSTAR,303.0,Reduce,,,,,Not Attempted
1897,Reduce Ashok Leyland; target of Rs 75: HDFC Securities ,2020-11-12 12:38:00,HDFC Securities,Ashok Leyland,ASHOKLEY,75.0,Reduce,2020-12-16,98.505,2020-11-12,89.55,Complete
1898,Reduce Aditya Birla Fashion and Retail; target of Rs 140: HDFC Securities ,2020-11-12 12:37:00,HDFC Securities,Aditya Birla Fashion and Retail,ABFRL,140.0,Reduce,2021-01-12,173.03000000000003,2020-11-12,157.3,Complete
1899,Buy Motherson Sumi Systems; target of Rs 139: Emkay Global Financial ,2020-11-11 14:00:00,Emkay Global Financial,Motherson Sumi Systems,MOTHERSUMI,139.0,Buy,2020-11-11,127.45,2020-11-18,139.0,Complete
1900,Buy Mahindra and Mahindra; target of Rs 783: Emkay Global Financial ,2020-11-11 14:00:00,Emkay Global Financial,Mahindra and Mahindra,MHRIL,783.0,Buy,,,,,Not Attempted
1901,Buy Equitas Small Finance Bank; target of Rs 42: Emkay Global Financial ,2020-11-11 13:59:00,Emkay Global Financial,Equitas Small Finance Bank,EQUITASBNK,42.0,Buy,,,,,Not Attempted
1902,Buy Jindal Stainless (Hisar); target of Rs 159: Emkay Global Financial ,2020-11-11 13:59:00,Emkay Global Financial,Jindal Stainless (Hisar),JSL,159.0,Buy,2020-11-11,111.2,2021-01-06,159.0,Complete
1903,Buy Gulf Oil Lubricants India; target of Rs 910: Emkay Global Financial ,2020-11-11 13:59:00,Emkay Global Financial,Gulf Oil Lubricants India,GULFOILLUB,910.0,Buy,2020-11-11,674.9,2021-08-13,607.41,Complete
1904,Buy Ashok Leyland; target of Rs 115: Emkay Global Financial ,2020-11-11 13:59:00,Emkay Global Financial,Ashok Leyland,ASHOKLEY,115.0,Buy,2020-11-11,90.4,2021-01-11,115.0,Complete
1905,Buy Birla Corporation; target of Rs 895: Emkay Global Financial ,2020-11-11 13:58:00,Emkay Global Financial,Birla Corporation,BIRLACORPN,895.0,Buy,2020-11-11,690.0,2021-02-15,895.0,Complete
1906,Buy SRF; target of Rs 5466: Emkay Global Financial ,2020-11-11 13:58:00,Emkay Global Financial,SRF,SRF,5466.0,Buy,2020-11-11,4978.15,2020-12-17,5466.0,Complete
1907,Buy NTPC; target of Rs 125: Emkay Global Financial ,2020-11-11 13:58:00,Emkay Global Financial,NTPC,NTPC,125.0,Buy,2020-11-11,92.0,2021-09-16,125.0,Complete
1908,Buy Escorts; target of Rs 1442: Emkay Global Financial ,2020-11-11 13:58:00,Emkay Global Financial,Escorts,ESCORTS,1442.0,Buy,2020-11-11,1348.9,2020-11-19,1442.0,Complete
1909,"Buy Honeywell Automation India; target of Rs 36,310: YES Securities ",2020-11-11 12:53:00,YES Securities,Honeywell Automation India,HONAUT,36310.0,Buy,2020-11-11,28500.0,2020-12-23,36310.0,Complete
1910,Buy PSP Projects; target of Rs 519: YES Securities ,2020-11-11 12:53:00,YES Securities,PSP Projects,PSPPROJECT,519.0,Buy,2020-11-11,393.0,2021-02-05,519.0,Complete
1911,Buy Ujjivan Small Finance Bank; target of Rs 40: YES Securities ,2020-11-11 12:53:00,YES Securities,Ujjivan Small Finance Bank,UJJIVANSFB,40.0,Buy,2020-11-11,33.4,2020-11-23,40.0,Complete
1912,Buy Manappuram Finance; target of Rs 225: YES Securities ,2020-11-11 12:52:00,YES Securities,Manappuram Finance,MANAPPURAM,225.0,Buy,2020-11-11,156.9,2021-04-19,141.21,Complete
1913,Buy CreditAccess Grameen; target of Rs 810: YES Securities ,2020-11-11 12:52:00,YES Securities,CreditAccess Grameen,CREDITACC,810.0,Buy,2020-11-11,701.0,2020-12-01,810.0,Complete
1914,Buy Greenlam Industries; target of Rs 1165: YES Securities ,2020-11-11 12:52:00,YES Securities,Greenlam Industries,GREENLAM,1165.0,Buy,2020-11-11,753.1,2021-04-29,1165.0,Complete
1915,Buy AIA Engineering; target of Rs 1948: YES Securities ,2020-11-11 12:52:00,YES Securities,AIA Engineering,AIAENG,1948.0,Buy,2020-11-11,1720.0,2020-11-25,1948.0,Complete
1916,Buy SRF: target of Rs 5830: Sharekhan ,2020-11-11 11:37:00,Sharekhan,SRF,SRF,5830.0,Buy,2020-11-11,4978.15,2021-01-08,5830.0,Complete
1917,Buy Hindustan Petroleum Corporation: target of Rs 260: Sharekhan ,2020-11-11 11:37:00,Sharekhan,Hindustan Petroleum Corporation,HINDPETRO,260.0,Buy,2020-11-11,213.0,2021-05-11,260.0,Complete
1918,Buy JK Lakshmi Cement: target of Rs 372: Sharekhan ,2020-11-11 11:36:00,Sharekhan,JK Lakshmi Cement,JKLAKSHMI,372.0,Buy,2020-11-11,304.5,2021-02-09,372.0,Complete
1919,Buy State Bank of India: target of Rs 280: Sharekhan ,2020-11-11 11:36:00,Sharekhan,State Bank of India,SBIN,280.0,Buy,2020-11-11,232.75,2021-01-01,280.0,Complete
1920,Buy Pidilite Industries: target of Rs 1875: Sharekhan ,2020-11-11 11:31:00,Sharekhan,Pidilite Industries,PIDILITIND,1875.0,Buy,2020-11-11,1578.0,2021-04-06,1875.0,Complete
1921,Buy Balkrishna Industries: target of Rs 1800: Sharekhan ,2020-11-11 11:30:00,Sharekhan,Balkrishna Industries,BALKRISIND,1800.0,Buy,2020-11-11,1490.0,2021-02-04,1800.0,Complete
1922,Buy Divis Laboratories: target of Rs 3800: Sharekhan ,2020-11-11 11:30:00,Sharekhan,Divis Laboratories,DIVISLAB,3800.0,Buy,2020-11-11,3300.0,2020-12-17,3800.0,Complete
1923,Buy ITC: target of Rs 250: Sharekhan ,2020-11-11 11:30:00,Sharekhan,ITC,ITC,250.0,Buy,2020-11-11,179.6,2021-10-13,250.0,Complete
1924,Buy Indian Hotels Company: target of Rs 118: Sharekhan ,2020-11-11 11:30:00,Sharekhan,Indian Hotels Company,INDHOTEL,118.0,Buy,2020-11-11,113.5,2020-11-17,118.0,Complete
1925,Buy Tata Consumer Products: target of Rs 630: Sharekhan ,2020-11-11 11:29:00,Sharekhan,Tata Consumer Products,TATACONSUM,630.0,Buy,2020-11-11,499.5,2021-01-11,630.0,Complete
1926,"Buy Bosch: target of Rs 15,970: Sharekhan ",2020-11-11 11:29:00,Sharekhan,Bosch,BOSCHLTD,15970.0,Buy,2020-11-11,11899.9,2021-01-21,15970.0,Complete
1927,Buy Cipla: target of Rs 950: Sharekhan ,2020-11-11 11:29:00,Sharekhan,Cipla,CIPLA,950.0,Buy,2020-11-11,727.0,2021-04-19,950.0,Complete
1928,Buy Gujarat Gas: target of Rs 400: Sharekhan ,2020-11-11 11:29:00,Sharekhan,Gujarat Gas,GUJGASLTD,400.0,Buy,2020-11-11,313.2,2020-11-27,400.0,Complete
1929,Buy Inox Leisure: target of Rs 320: Sharekhan ,2020-11-11 11:28:00,Sharekhan,Inox Leisure,INOXLEISUR,320.0,Buy,2020-11-11,274.0,2021-01-06,320.0,Complete
1930,Buy Amber Enterprises: target of Rs 2623: Sharekhan ,2020-11-11 11:28:00,Sharekhan,Amber Enterprises,AMBER,2623.0,Buy,2020-11-11,2189.0,2021-01-06,2623.0,Complete
1931,Buy Trent: target of Rs 800: Sharekhan ,2020-11-11 11:27:00,Sharekhan,Trent,TRENT,800.0,Buy,2020-11-11,725.0,2020-11-23,800.0,Complete
1932,Buy Affle (India): target of Rs 3550: Sharekhan ,2020-11-11 11:27:00,Sharekhan,Affle (India),AFFLE,3550.0,Buy,2020-11-11,2651.85,2020-12-01,3550.0,Complete
1933,Buy Ashok Leyland: target of Rs 98: Sharekhan ,2020-11-11 11:26:00,Sharekhan,Ashok Leyland,ASHOKLEY,98.0,Buy,2020-11-11,90.4,2020-12-16,98.0,Complete
1934,Buy Ipca Laboratories: target of Rs 2560: Sharekhan ,2020-11-11 11:26:00,Sharekhan,Ipca Laboratories,IPCALAB,2560.0,Buy,2020-11-11,2120.0,2021-01-28,1908.0,Complete
1935,Buy Torrent Power; target of Rs 380: Motilal Oswal ,2020-11-10 12:14:00,Motilal Oswal,Torrent Power,TORNTPOWER,380.0,Buy,2020-11-10,319.95,2021-02-22,380.0,Complete
1936,Buy Divi’s Laboratories; target of Rs 3900: Motilal Oswal ,2020-11-10 12:12:00,Motilal Oswal,Divi’s Laboratories,ALPA,3900.0,Buy,,,,,Not Attempted
1937,Buy Bharat Electronics; target of Rs 116: Motilal Oswal ,2020-11-10 12:10:00,Motilal Oswal,Bharat Electronics,BEL,116.0,Buy,2020-11-10,93.0,2020-12-03,116.0,Complete
1938,Buy Alkem Laboraties; target of Rs 3570: Motilal Oswal ,2020-11-10 12:10:00,Motilal Oswal,Alkem Laboraties,ALKEM,3570.0,Buy,2020-11-10,2730.0,2021-08-09,3570.0,Complete
1939,Buy Jindal Steel and Power; target of Rs 261: Motilal Oswal ,2020-11-10 12:08:00,Motilal Oswal,Jindal Steel and Power,JINDALSTEL,261.0,Buy,2020-11-10,212.05,2020-12-02,261.0,Complete
1940,Buy State Bank of India; target of Rs 300: Motilal Oswal ,2020-11-10 12:07:00,Motilal Oswal,State Bank of India,SBIN,300.0,Buy,2020-11-10,223.1,2021-01-13,300.0,Complete
1941,Buy Jubilant Life Sciences; target of Rs 855: Motilal Oswal ,2020-11-10 12:07:00,Motilal Oswal,Jubilant Life Sciences,ERIS,855.0,Buy,2020-11-10,520.0,2021-10-19,855.0,Complete
1942,Buy Indian Hotels; target of Rs 111: Motilal Oswal ,2020-11-10 12:06:00,Motilal Oswal,Indian Hotels,INDHOTEL,111.0,Buy,2020-11-10,108.5,2020-11-10,111.0,Complete
1943,Buy Gujarat Gas; target of Rs 440: Motilal Oswal ,2020-11-10 12:05:00,Motilal Oswal,Gujarat Gas,GUJGASLTD,440.0,Buy,2020-11-10,315.85,2021-02-08,440.0,Complete
1944,Buy ABB; target of Rs 1030: Motilal Oswal ,2020-11-10 12:05:00,Motilal Oswal,ABB,ABB,1030.0,Buy,2020-11-10,952.6,2020-11-18,1030.0,Complete
1945,Buy Aditya Birla Capital; target of Rs 100: Motilal Oswal ,2020-11-10 12:04:00,Motilal Oswal,Aditya Birla Capital,ABCAPITAL,100.0,Buy,2020-11-10,71.25,2021-02-16,100.0,Complete
1946,Buy Birla Corporation; target of Rs 833: Motilal Oswal ,2020-11-10 12:04:00,Motilal Oswal,Birla Corporation,BIRLACORPN,833.0,Buy,2020-11-10,679.8,2021-02-05,833.0,Complete
1947,Buy State Bank of India; target of Rs 317: HDFC Securities ,2020-11-09 22:03:00,HDFC Securities,State Bank of India,SBIN,317.0,Buy,2020-11-10,223.1,2021-02-02,317.0,Complete
1948,Buy Orient Cement; target of Rs 105: HDFC Securities ,2020-11-09 16:26:00,HDFC Securities,Orient Cement,ORIENTCEM,105.0,Buy,2020-11-10,65.45,2021-03-04,105.0,Complete
1949,Buy ICICI Bank; target of Rs 503: HDFC Securities ,2020-11-09 16:26:00,HDFC Securities,ICICI Bank,ICICIBANK,503.0,Buy,2020-11-10,485.8,2020-12-04,503.0,Complete
1950,Buy Gateway Distriparks; target of Rs 125: HDFC Securities ,2020-11-09 16:25:00,HDFC Securities,Gateway Distriparks,GATEWAY,125.0,Buy,2022-04-05,79.45,,,Open
1951,Buy DLF; target of Rs 219: HDFC Securities ,2020-11-09 16:25:00,HDFC Securities,DLF,DLF,219.0,Buy,2020-11-10,174.55,2020-12-10,219.0,Complete
1952,Buy City Union Bank; target of Rs 199: HDFC Securities ,2020-11-09 16:25:00,HDFC Securities,City Union Bank,CUB,199.0,Buy,2020-11-10,181.3,2020-11-18,199.0,Complete
1953,Buy Cholamandalam Investment and Finance; target of Rs 319: HDFC Securities ,2020-11-09 16:25:00,HDFC Securities,Cholamandalam Investment and Finance,CHOLAFIN,319.0,Buy,2020-11-10,308.0,2020-11-10,319.0,Complete
1954,Buy PNC Infratech; target of Rs 290: HDFC Securities ,2020-11-09 16:25:00,HDFC Securities,PNC Infratech,PNCINFRA,290.0,Buy,2020-11-10,165.0,2021-06-30,290.0,Complete
1955,Buy SRF; target of Rs 5600: HDFC Securities ,2020-11-09 16:24:00,HDFC Securities,SRF,SRF,5600.0,Buy,2020-11-10,5099.0,2020-12-18,5600.0,Complete
1956,Buy Birla Corporation; target of Rs 1297: HDFC Securities ,2020-11-09 16:24:00,HDFC Securities,Birla Corporation,BIRLACORPN,1297.0,Buy,2020-11-10,679.8,2021-05-19,1297.0,Complete
1957,Buy JMC Projects; target of Rs 88: HDFC Securities ,2020-11-09 16:24:00,HDFC Securities,JMC Projects,JMCPROJECT,88.0,Buy,2020-11-10,48.9,2021-03-09,88.0,Complete
1958,Buy KEC International; target of Rs 390: HDFC Securities ,2020-11-09 16:23:00,HDFC Securities,KEC International,KEC,390.0,Buy,2020-11-10,339.0,2021-02-02,390.0,Complete
1959,Buy Lupin; target of Rs 1120: HDFC Securities ,2020-11-09 16:23:00,HDFC Securities,Lupin,LUPIN,1120.0,Buy,2020-11-10,920.0,2021-05-05,1120.0,Complete
1960,Buy JK Lakshmi Cement; target of Rs 435: HDFC Securities ,2020-11-09 16:23:00,HDFC Securities,JK Lakshmi Cement,JKLAKSHMI,435.0,Buy,2020-11-10,290.0,2021-03-02,435.0,Complete
1961,Reduce Karur Vysya Bank; target of Rs 38: HDFC Securities ,2020-11-09 16:22:00,HDFC Securities,Karur Vysya Bank,KARURVYSYA,38.0,Reduce,,,,,Not Attempted
1962,Reduce Dabur; target of Rs 470: HDFC Securities ,2020-11-09 16:22:00,HDFC Securities,Dabur,DABUR,470.0,Reduce,2021-04-16,580.4700000000001,2020-11-10,527.7,Complete
1963,Reduce Godrej Consumers; target of Rs 663: HDFC Securities ,2020-11-09 16:22:00,HDFC Securities,Godrej Consumers,GODREJIND,663.0,Reduce,,,,,Not Attempted
1964,Reduce Emami; target of Rs 306: HDFC Securities ,2020-11-09 16:21:00,HDFC Securities,Emami,EMAMILTD,306.0,Reduce,2020-11-25,418.00000000000006,2020-11-10,380.0,Complete
1965,Buy Bandhan Bank; target of Rs 377: HDFC Securities ,2020-11-09 16:21:00,HDFC Securities,Bandhan Bank,BANDHANBNK,377.0,Buy,2020-11-10,345.0,2020-12-01,377.0,Complete
1966,Accumulate ICICI Bank; target of Rs 467: Arihant Capital ,2020-11-09 15:15:00,Arihant Capital,ICICI Bank,ICICIBANK,467.0,Accumulate,2020-11-09,450.0,2020-11-10,467.0,Complete
1967,Hold Bajaj Auto; target of Rs 3133: Arihant Capital ,2020-11-09 15:15:00,Arihant Capital,Bajaj Auto,BAJAJ-AUTO,3133.0,Hold,2020-11-09,2990.0,2020-11-25,3133.0,Complete
1968,Hold Ramco Cement; target of Rs 915: Arihant Capital ,2020-11-09 15:15:00,Arihant Capital,Ramco Cement,RAMCOCEM,915.0,Hold,2020-11-09,840.1,2021-02-08,915.0,Complete
1969,Accumulate Dabur India; target of Rs 589: Arihant Capital ,2020-11-09 15:15:00,Arihant Capital,Dabur India,DABUR,589.0,Accumulate,2020-11-09,530.0,2021-07-01,589.0,Complete
1970,Buy Ajanta Pharma; target of Rs 1980: Anand Rathi ,2020-11-09 15:15:00,Anand Rathi,Ajanta Pharma,AJANTPHARM,1980.0,Buy,2020-11-09,1610.0,2021-05-06,1980.0,Complete
1971,Buy Greenply Industries; target of Rs 131: Anand Rathi ,2020-11-09 15:15:00,Anand Rathi,Greenply Industries,GREENPLY,131.0,Buy,2020-11-09,90.0,2021-01-05,131.0,Complete
1972,Buy KEC International; target of Rs 398: Anand Rathi ,2020-11-09 15:15:00,Anand Rathi,KEC International,KEC,398.0,Buy,2020-11-09,339.0,2021-02-02,398.0,Complete
1973,Buy Kalpataru Power; target of Rs 385: Anand Rathi ,2020-11-09 15:15:00,Anand Rathi,Kalpataru Power,KALPATPOWR,385.0,Buy,2020-11-09,259.9,2021-02-15,385.0,Complete
1974,Buy JMC Projects; target of Rs 68: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,JMC Projects,JMCPROJECT,68.0,Buy,2020-11-09,47.4,2020-12-04,68.0,Complete
1975,Buy PNC Infratech; target of Rs 210: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,PNC Infratech,PNCINFRA,210.0,Buy,2020-11-09,165.0,2021-02-02,210.0,Complete
1976,Buy Kirloskar Oil Engines; target of Rs 130: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,Kirloskar Oil Engines,KIRLOSENG,130.0,Buy,2020-11-09,102.45,2020-12-31,130.0,Complete
1977,Buy Ramco Cements; target of Rs 940: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,Ramco Cements,RAMCOCEM,940.0,Buy,2020-11-09,840.1,2021-02-09,940.0,Complete
1978,Buy Intellect Design Arena; target of Rs 330: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,Intellect Design Arena,INTELLECT,330.0,Buy,2020-11-09,239.0,2020-12-16,330.0,Complete
1979,Buy KEI Industries; target of Rs 485: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,KEI Industries,KEI,485.0,Buy,2020-11-09,333.9,2020-12-17,485.0,Complete
1980,"Buy Dixon Technologies; target of Rs 10,889: Anand Rathi ",2020-11-09 15:14:00,Anand Rathi,Dixon Technologies,DIXON,10889.0,Buy,2020-11-09,10144.0,2020-11-24,10889.0,Complete
1981,Buy Suven Pharmaceuticals; target of Rs 375: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,Suven Pharmaceuticals,SUVENPHAR,375.0,Buy,2020-11-09,337.8,2020-11-25,375.0,Complete
1982,Buy Mastek; target of Rs 1150: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,Mastek,MASTEK,1150.0,Buy,2020-11-09,926.75,2020-12-09,1150.0,Complete
1983,Buy IndusInd Bank; target of Rs 682: Anand Rathi ,2020-11-09 15:14:00,Anand Rathi,IndusInd Bank,INDUSINDBK,682.0,Buy,,,,,Not Attempted
1984,Accumulate Coromandel International; target of Rs 837: Geojit ,2020-11-09 13:39:00,Geojit,Coromandel International,COROMANDEL,837.0,Accumulate,2020-11-09,763.25,2020-11-27,837.0,Complete
