S No.,Reco Full,Reco Datetime,Reco Provider,Reco For,Symbol,Target Price,Action,Buy Date,Buy Price,Sell Date,Sell Price,Status
1723,Buy Aarti Industries; target of Rs 1441: Dolat Capital Market ,2020-11-17 17:00:00,Dolat Capital Market,Aarti Industries,AARTIIND,1441.0,Buy,2020-11-18,1129.8,2021-04-08,1441.0,Complete
1724,Buy Power Grid Corporation; target of Rs 230: Dolat Capital Market ,2020-11-17 17:00:00,Dolat Capital Market,Power Grid Corporation,POWERGRID,230.0,Buy,2020-11-18,186.8,2021-02-17,230.0,Complete
1725,Buy J Kumar Infraprojects; target of Rs 162: Dolat Capital Market ,2020-11-17 16:59:00,Dolat Capital Market,J Kumar Infraprojects,GPTINFRA,162.0,Buy,,,,,Not Attempted
1726,Buy Sun TV Network; target of Rs 569: Dolat Capital Market ,2020-11-17 16:59:00,Dolat Capital Market,Sun TV Network,SUNTV,569.0,Buy,2020-11-18,417.6,2021-02-08,569.0,Complete
1727,Buy V-Mart Retail; target of Rs 2496: Dolat Capital Market ,2020-11-17 16:58:00,Dolat Capital Market,V-Mart Retail,VMART,2496.0,Buy,2020-11-18,1997.9,2020-12-23,2496.0,Complete
1728,Buy Suprajit Engineering; target of Rs 245: Dolat Capital Market ,2020-11-17 16:58:00,Dolat Capital Market,Suprajit Engineering,SUPRAJIT,245.0,Buy,2020-11-18,189.25,2021-02-08,245.0,Complete
1729,Buy KNR Constructions; target of Rs 387: Dolat Capital Market ,2020-11-17 16:57:00,Dolat Capital Market,KNR Constructions,KNRCON,387.0,Buy,2020-11-18,262.7,2021-01-14,387.0,Complete
1730,Hold EPL; target of Rs 280: ICICI Direct ,2020-11-17 12:47:00,ICICI Direct,EPL,EPL,280.0,Hold,2020-11-17,259.9,2021-01-08,280.0,Complete
1731,Hold Natco Pharma; target of Rs 970: ICICI Direct ,2020-11-17 12:47:00,ICICI Direct,Natco Pharma,NATCOPHARM,970.0,Hold,2020-11-17,910.0,2020-12-07,970.0,Complete
1732,Hold Petronet LNG; target of Rs 275: ICICI Direct ,2020-11-17 12:47:00,ICICI Direct,Petronet LNG,PETRONET,275.0,Hold,2020-11-17,255.0,2021-01-12,275.0,Complete
1733,Hold Indraprastha Gas; target of Rs 430: ICICI Direct ,2020-11-17 12:46:00,ICICI Direct,Indraprastha Gas,IGL,430.0,Hold,,,,,Not Attempted
1734,Hold Eicher Motors; target of Rs 2600: ICICI Direct ,2020-11-17 12:46:00,ICICI Direct,Eicher Motors,EICHERMOT,2600.0,Hold,2020-11-17,2540.55,2020-11-18,2600.0,Complete
1735,Hold Time Technoplast; target of Rs 43: ICICI Direct ,2020-11-17 12:46:00,ICICI Direct,Time Technoplast,TIMETECHNO,43.0,Hold,2020-11-17,41.65,2020-11-19,43.0,Complete
1736,Hold Ashoka Buildcon; target of Rs 75: ICICI Direct ,2020-11-17 12:45:00,ICICI Direct,Ashoka Buildcon,ASHOKA,75.0,Hold,2020-11-17,70.0,2020-11-19,75.0,Complete
1737,Hold Apollo Hospitals; target of Rs 2310: ICICI Direct ,2020-11-17 12:45:00,ICICI Direct,Apollo Hospitals,APOLLOHOSP,2310.0,Hold,2020-11-17,2284.0,2020-11-17,2310.0,Complete
1738,Hold Sun TV Network; target of Rs 480: ICICI Direct ,2020-11-17 12:45:00,ICICI Direct,Sun TV Network,SUNTV,480.0,Hold,2020-11-17,430.0,2020-12-11,480.0,Complete
1739,Hold NMDC; target of Rs 100: ICICI Direct ,2020-11-17 12:45:00,ICICI Direct,NMDC,NMDC,100.0,Hold,2020-11-17,94.95,2020-12-02,100.0,Complete
1740,Hold Solar Industries India; target of Rs 995: ICICI Direct ,2020-11-17 12:43:00,ICICI Direct,Solar Industries India,SOLARINDS,995.0,Hold,,,,,Not Attempted
1741,Hold Gail (India); target of Rs 95: ICICI Direct ,2020-11-17 12:42:00,ICICI Direct,Gail (India),GAIL,95.0,Hold,2020-11-17,94.3,2020-11-17,95.0,Complete
1742,Hold Bharat Forge; target of Rs 490: ICICI Direct ,2020-11-17 12:42:00,ICICI Direct,Bharat Forge,BHARATFORG,490.0,Hold,2020-11-17,488.0,2020-11-17,490.0,Complete
1743,Hold JK Cement; target of Rs 2100: ICICI Direct ,2020-11-17 12:42:00,ICICI Direct,JK Cement,JKLAKSHMI,2100.0,Hold,,,,,Not Attempted
1744,Buy Gujarat Pipavav Port; target of Rs 110: ICICI Direct ,2020-11-17 11:25:00,ICICI Direct,Gujarat Pipavav Port,GPPL,110.0,Buy,2020-11-17,92.0,2021-03-02,110.0,Complete
1745,Buy Brigade Enterprises; target of Rs 240: ICICI Direct ,2020-11-17 11:25:00,ICICI Direct,Brigade Enterprises,BRIGADE,240.0,Buy,2020-11-17,206.1,2020-12-14,240.0,Complete
1746,"Buy Shree Cement; target of Rs 27,500: ICICI Direct ",2020-11-17 11:24:00,ICICI Direct,Shree Cement,SHREECEM,27500.0,Buy,2020-11-17,23525.8,2021-02-08,27500.0,Complete
1747,Buy Globus Spirits; target of Rs 400: ICICI Direct ,2020-11-17 11:24:00,ICICI Direct,Globus Spirits,GLOBUSSPR,400.0,Buy,2020-11-17,331.4,2020-12-21,298.26,Complete
1748,Buy Filatex India; target of Rs 33: ICICI Direct ,2020-11-17 11:23:00,ICICI Direct,Filatex India,FILATEX,33.0,Buy,2020-11-17,27.6,2020-11-20,24.840000000000003,Complete
1749,Buy Symphony; target of Rs 960: ICICI Direct ,2020-11-17 11:23:00,ICICI Direct,Symphony,SYMPHONY,960.0,Buy,2020-11-17,849.0,2020-12-24,960.0,Complete
1750,Buy Aarti Industries; target of Rs 1235: ICICI Direct ,2020-11-17 11:23:00,ICICI Direct,Aarti Industries,AARTIIND,1235.0,Buy,2020-11-17,1110.0,2020-12-07,1235.0,Complete
1751,Buy Aurobindo Pharma; target of Rs 1025: ICICI Direct ,2020-11-17 11:22:00,ICICI Direct,Aurobindo Pharma,AUROPHARMA,1025.0,Buy,2020-11-17,858.6,2021-05-06,1025.0,Complete
1752,Buy TCNS Clothing; target of Rs 475: ICICI Direct ,2020-11-17 11:22:00,ICICI Direct,TCNS Clothing,TCNSBRANDS,475.0,Buy,2020-11-17,410.0,2020-12-16,475.0,Complete
1753,Buy Info Edge (India); target of Rs 4090: ICICI Direct ,2020-11-17 11:22:00,ICICI Direct,Info Edge (India),NAUKRI,4090.0,Buy,2020-11-17,3847.0,2020-11-25,4090.0,Complete
1754,Buy Aarti Industries; target of Rs 1285: HDFC Securities ,2020-11-17 10:55:00,HDFC Securities,Aarti Industries,AARTIIND,1285.0,Buy,2020-11-17,1110.0,2020-12-08,1285.0,Complete
1755,Buy JK Cement; target of Rs 2110: HDFC Securities ,2020-11-17 10:54:00,HDFC Securities,JK Cement,JKLAKSHMI,2110.0,Buy,,,,,Not Attempted
1756,Buy Godrej Consumer Products; target of Rs 776: Geojit ,2020-11-15 13:22:00,Geojit,Godrej Consumer Products,GODREJCP,776.0,Buy,2020-11-17,686.0,2021-01-11,776.0,Complete
1757,Buy Aarti Industries; target of Rs 1228: East India Securities ,2020-11-15 13:21:00,East India Securities,Aarti Industries,AARTIIND,1228.0,Buy,2020-11-17,1110.0,2020-12-07,1228.0,Complete
1758,Buy Mayur Uniquoters; target of Rs 345: East India Securities ,2020-11-15 13:21:00,East India Securities,Mayur Uniquoters,MAYURUNIQ,345.0,Buy,2020-11-17,274.8,2021-02-09,345.0,Complete
1759,Buy Eicher Motors; target of Rs 2370: East India Securities ,2020-11-15 13:20:00,East India Securities,Eicher Motors,EICHERMOT,2370.0,Buy,,,,,Not Attempted
1760,Buy Aarti Industries; target of Rs 1271 KR Choksey ,2020-11-15 13:20:00,KR Choksey,Aarti Industries,AARTIIND,1271.0,Buy,2020-11-17,1110.0,2020-12-08,1271.0,Complete
1761,Buy Power Grid Corporation; target of Rs 220: Emkay Global Financial ,2020-11-15 13:19:00,Emkay Global Financial,Power Grid Corporation,POWERGRID,220.0,Buy,2020-11-17,187.0,2021-02-16,220.0,Complete
1762,Buy Petronet LNG; target of Rs 300: Emkay Global Financial ,2020-11-15 13:19:00,Emkay Global Financial,Petronet LNG,PETRONET,300.0,Buy,2020-11-17,255.0,2021-03-17,229.5,Complete
1763,Buy NMDC; target of Rs 136: Emkay Global Financial ,2020-11-15 13:18:00,Emkay Global Financial,NMDC,NMDC,136.0,Buy,2020-11-17,94.95,2021-03-03,136.0,Complete
1764,Hold LIC Housing Finance; target of Rs 312: Emkay Global Financial ,2020-11-15 13:18:00,Emkay Global Financial,LIC Housing Finance,LICHSGFIN,312.0,Hold,,,,,Not Attempted
1765,Buy Voltamp Transformers; target of Rs 1301: Arihant Capital ,2020-11-15 13:17:00,Arihant Capital,Voltamp Transformers,VOLTAMP,1301.0,Buy,2020-11-17,1045.9,2020-12-15,1301.0,Complete
1766,Buy JK Lakshmi Cement; target of Rs 143: Anand Rathi ,2020-11-15 13:14:00,Anand Rathi,JK Lakshmi Cement,JKLAKSHMI,143.0,Buy,,,,,Not Attempted
1767,Buy Mayur Uniquoters; target of Rs 356: Anand Rathi ,2020-11-15 13:14:00,Anand Rathi,Mayur Uniquoters,MAYURUNIQ,356.0,Buy,2020-11-17,274.8,2021-02-09,356.0,Complete
1768,Buy Wim Plast; target of Rs 538: Anand Rathi ,2020-11-15 13:13:00,Anand Rathi,Wim Plast,PGEL,538.0,Buy,,,,,Not Attempted
1769,Buy Mangalam Cement; target of Rs 286: Anand Rathi ,2020-11-15 13:13:00,Anand Rathi,Mangalam Cement,MANGLMCEM,286.0,Buy,2020-11-17,212.45,2021-02-25,286.0,Complete
1770,Buy H G Infra Engineering; target of Rs 298: Anand Rathi ,2020-11-15 13:12:00,Anand Rathi,H G Infra Engineering,HGINFRA,298.0,Buy,2020-11-17,195.0,2021-02-09,298.0,Complete
1771,Buy Exide Industries; target of Rs 188: Anand Rathi ,2020-11-15 13:12:00,Anand Rathi,Exide Industries,EXIDEIND,188.0,Buy,2020-11-17,170.0,2020-12-02,188.0,Complete
1772,Buy Minda Industries; target of Rs 408: Anand Rathi ,2020-11-15 13:11:00,Anand Rathi,Minda Industries,MINDAIND,408.0,Buy,2020-11-17,367.8,2020-12-04,408.0,Complete
1773,Buy Eicher Motors; target of Rs 236: East India Securities ,2020-11-15 13:10:00,East India Securities,Eicher Motors,EICHERMOT,236.0,Buy,,,,,Not Attempted
1774,Reduce Oil India; target of Rs 88: HDFC Securities ,2020-11-15 13:10:00,HDFC Securities,Oil India,OIL,88.0,Reduce,2020-12-03,103.29000000000002,2020-11-17,93.9,Complete
1775,Buy Tata Motors; target of Rs 175: HDFC Securities ,2020-11-15 13:09:00,HDFC Securities,Tata Motors,TATAMTRDVR,175.0,Buy,,,,,Not Attempted
1776,Buy HG Infra; target of Rs 380: HDFC Securities ,2020-11-15 13:08:00,HDFC Securities,HG Infra,KRIDHANINF,380.0,Buy,,,,,Not Attempted
1777,Buy J. Kumar Infraprojects; target of Rs 160: HDFC Securities ,2020-11-15 13:08:00,HDFC Securities,J. Kumar Infraprojects,GPTINFRA,160.0,Buy,,,,,Not Attempted
1778,Buy Endurance Technologies; target of Rs 1270: HDFC Securities ,2020-11-15 13:07:00,HDFC Securities,Endurance Technologies,ENDURANCE,1270.0,Buy,2020-11-17,1048.15,2020-12-28,1270.0,Complete
1779,Buy Power Grid; target of Rs 222: Motilal Oswal ,2020-11-15 11:57:00,Motilal Oswal,Power Grid,POWERGRID,222.0,Buy,2020-11-17,187.0,2021-02-16,222.0,Complete
1780,Buy Coal India; target of Rs 192: Motilal Oswal ,2020-11-15 11:56:00,Motilal Oswal,Coal India,COALINDIA,192.0,Buy,2020-11-17,128.3,2021-09-29,192.0,Complete
1781,Buy Aurobindo Pharma; target of Rs 980: Motilal Oswal ,2020-11-15 11:56:00,Motilal Oswal,Aurobindo Pharma,AUROPHARMA,980.0,Buy,2020-11-17,858.6,2021-01-05,980.0,Complete
1782,Buy Ashoka Buildcon; target of Rs 110: Motilal Oswal ,2020-11-15 11:56:00,Motilal Oswal,Ashoka Buildcon,ASHOKA,110.0,Buy,2020-11-17,70.0,2021-02-04,110.0,Complete
1783,Buy LIC Housing Finance; target of Rs 385: Motilal Oswal ,2020-11-15 11:56:00,Motilal Oswal,LIC Housing Finance,LICHSGFIN,385.0,Buy,2020-11-17,316.5,2020-12-16,385.0,Complete
1784,Buy Petronet LNG; target of Rs 335: Motilal Oswal ,2020-11-15 11:55:00,Motilal Oswal,Petronet LNG,PETRONET,335.0,Buy,2020-11-17,255.0,2021-03-17,229.5,Complete
1785,Accumulate Dalmia Bharat; target of Rs 1000: Geojit ,2020-11-15 11:55:00,Geojit,Dalmia Bharat,DALMIASUG,1000.0,Accumulate,,,,,Not Attempted
1786,Buy Infibeam Avenues; target of Rs 105 KR Choksey ,2020-11-15 11:55:00,KR Choksey,Infibeam Avenues,INFIBEAM,105.0,Buy,2020-11-17,82.05,2021-03-01,105.0,Complete
1787,Accumulate Minda Industries; target of Rs 403 KR Choksey ,2020-11-15 11:55:00,KR Choksey,Minda Industries,MINDAIND,403.0,Accumulate,2020-11-17,367.8,2020-12-04,403.0,Complete
1788,"Buy Shree Cement: target of Rs 27,000: Sharekhan ",2020-11-15 11:31:00,Sharekhan,Shree Cement,SHREECEM,27000.0,Buy,2020-11-17,23525.8,2021-02-04,27000.0,Complete
1789,Buy Ashoka Buildcon: target of Rs 85: Sharekhan ,2020-11-15 11:30:00,Sharekhan,Ashoka Buildcon,ASHOKA,85.0,Buy,2020-11-17,70.0,2020-12-04,85.0,Complete
1790,Buy Lumax Auto Technologies: target of Rs 125: Sharekhan ,2020-11-15 11:30:00,Sharekhan,Lumax Auto Technologies,LUMAXTECH,125.0,Buy,2020-11-17,102.0,2020-12-10,125.0,Complete
1791,Buy LIC Housing Finance: target of Rs 370: Sharekhan ,2020-11-15 11:30:00,Sharekhan,LIC Housing Finance,LICHSGFIN,370.0,Buy,2020-11-17,316.5,2020-12-15,370.0,Complete
1792,Buy Jubilant FoodWorks: target of Rs 2799: Sharekhan ,2020-11-15 11:30:00,Sharekhan,Jubilant FoodWorks,JUBLFOOD,2799.0,Buy,2020-11-17,2510.0,2020-12-17,2799.0,Complete
1793,Buy Coal India: target of Rs 160: Sharekhan ,2020-11-15 11:29:00,Sharekhan,Coal India,COALINDIA,160.0,Buy,2020-11-17,128.3,2021-02-26,160.0,Complete
1794,Buy Grasim Industries: target of Rs 1010: Sharekhan ,2020-11-15 11:29:00,Sharekhan,Grasim Industries,GRASIM,1010.0,Buy,2020-11-17,846.9,2021-01-08,1010.0,Complete
1795,Buy Sadbhav Engineering: target of Rs 75: Sharekhan ,2020-11-15 11:29:00,Sharekhan,Sadbhav Engineering,SADBHAV,75.0,Buy,2020-11-17,51.0,2021-02-11,75.0,Complete
1796,Buy JK Lakshmi Cement; target of Rs 388: Anand Rathi ,2020-11-13 15:12:00,Anand Rathi,JK Lakshmi Cement,JKLAKSHMI,388.0,Buy,2020-11-13,316.9,2021-02-09,388.0,Complete
1797,Buy J K Cement; target of Rs 2075: Motilal Oswal ,2020-11-13 15:11:00,Motilal Oswal,J K Cement,JKLAKSHMI,2075.0,Buy,,,,,Not Attempted
1798,Buy Infosys; target of Rs 1355: Motilal Oswal ,2020-11-13 15:11:00,Motilal Oswal,Infosys,INFY,1355.0,Buy,2020-11-13,1120.0,2021-01-11,1355.0,Complete
1799,Buy GAIL; target of Rs 153: Motilal Oswal ,2020-11-13 15:09:00,Motilal Oswal,GAIL,GAIL,153.0,Buy,2020-11-13,92.95,2021-03-08,153.0,Complete
1800,Buy Mahindra and Mahindra; target of Rs 800: Motilal Oswal ,2020-11-13 15:09:00,Motilal Oswal,Mahindra and Mahindra,MHRIL,800.0,Buy,,,,,Not Attempted
1801,Buy Voltas; target of Rs 775: Motilal Oswal ,2020-11-13 15:09:00,Motilal Oswal,Voltas,VOLTAS,775.0,Buy,2020-11-13,755.0,2020-11-17,775.0,Complete
1802,Buy Ipca Laboratories; target of Rs 2680: Motilal Oswal ,2020-11-13 15:09:00,Motilal Oswal,Ipca Laboratories,IPCALAB,2680.0,Buy,2020-11-13,2099.9,2021-01-28,1889.91,Complete
1803,Buy Infosys; target of Rs 1360: Emkay Global Financial ,2020-11-13 15:08:00,Emkay Global Financial,Infosys,INFY,1360.0,Buy,2020-11-13,1120.0,2021-01-11,1360.0,Complete
1804,Buy JK Cement; target of Rs 2090: Emkay Global Financial ,2020-11-13 15:08:00,Emkay Global Financial,JK Cement,JKLAKSHMI,2090.0,Buy,,,,,Not Attempted
1805,Buy Exide Industries; target of Rs 216: Emkay Global Financial ,2020-11-13 15:08:00,Emkay Global Financial,Exide Industries,EXIDEIND,216.0,Buy,2020-11-13,171.8,2021-02-08,216.0,Complete
1806,Buy Century Plyboards; target of Rs 210: Emkay Global Financial ,2020-11-13 15:08:00,Emkay Global Financial,Century Plyboards,CENTURYPLY,210.0,Buy,2020-11-13,184.55,2020-12-01,210.0,Complete
1807,Buy Balkrishna Industries; target of Rs 1686: Anand Rathi ,2020-11-13 12:55:00,Anand Rathi,Balkrishna Industries,BALKRISIND,1686.0,Buy,2020-11-13,1573.0,2020-11-23,1686.0,Complete
1808,Buy Sonata Software; target of Rs 410: Anand Rathi ,2020-11-13 12:33:00,Anand Rathi,Sonata Software,SONATSOFTW,410.0,Buy,2020-11-13,338.45,2021-01-05,410.0,Complete
1809,Buy GAIL (India): target of Rs 124: Sharekhan ,2020-11-13 12:33:00,Sharekhan,GAIL (India),GAIL,124.0,Buy,2020-11-13,92.95,2020-12-07,124.0,Complete
1810,Buy Exide Industries: target of Rs 192: Sharekhan ,2020-11-13 12:32:00,Sharekhan,Exide Industries,EXIDEIND,192.0,Buy,2020-11-13,171.8,2020-12-08,192.0,Complete
1811,"Buy Abbott India: target of Rs 19,425: Sharekhan ",2020-11-13 12:32:00,Sharekhan,Abbott India,ABBOTINDIA,19425.0,Buy,2020-11-13,15390.0,2021-08-02,19425.0,Complete
1812,Buy Aarti Industries: target of Rs 1210: Sharekhan ,2020-11-13 12:32:00,Sharekhan,Aarti Industries,AARTIIND,1210.0,Buy,2020-11-13,1088.5,2020-12-03,1210.0,Complete
1813,Buy Bata India: target of Rs 1550: Sharekhan ,2020-11-13 12:32:00,Sharekhan,Bata India,BATAINDIA,1550.0,Buy,2020-11-13,1339.65,2020-11-27,1550.0,Complete
1814,Buy Indraprastha Gas: target of Rs 517: Sharekhan ,2020-11-13 12:31:00,Sharekhan,Indraprastha Gas,IGL,517.0,Buy,2020-11-13,439.7,2020-12-30,517.0,Complete
1815,Buy Century Plyboards (India): target of Rs 215: Sharekhan ,2020-11-13 12:31:00,Sharekhan,Century Plyboards (India),CENTURYPLY,215.0,Buy,2020-11-13,184.55,2020-12-03,215.0,Complete
1816,Buy Hindalco; target of Rs 267: Motilal Oswal ,2020-11-13 12:31:00,Motilal Oswal,Hindalco,HINDALCO,267.0,Buy,2020-11-13,206.0,2021-01-07,267.0,Complete
1817,Buy Ashok Leyland; target of Rs 100: Motilal Oswal ,2020-11-13 12:30:00,Motilal Oswal,Ashok Leyland,ASHOKLEY,100.0,Buy,2020-11-13,89.7,2020-12-16,100.0,Complete
1818,Buy Bharat Forge; target of Rs 601: Emkay Global Financial ,2020-11-13 12:30:00,Emkay Global Financial,Bharat Forge,BHARATFORG,601.0,Buy,2020-11-13,496.4,2021-01-07,601.0,Complete
1819,Hold NCC; target of Rs 40: ICICI Direct ,2020-11-12 19:25:00,ICICI Direct,NCC,NCC,40.0,Hold,2020-11-13,37.5,2020-11-17,40.0,Complete
1820,Hold Berger Paints India; target of Rs 675: ICICI Direct ,2020-11-12 19:21:00,ICICI Direct,Berger Paints India,BERGEPAINT,675.0,Hold,2020-11-13,651.5,2020-12-07,675.0,Complete
1821,Accumulate Manappuram Finance (MGFL IN); target of Rs 196: Prabhudas Lilladher ,2020-11-12 18:14:00,Prabhudas Lilladher,Manappuram Finance (MGFL IN),MANAPPURAM,196.0,Accumulate,2020-11-13,160.4,2021-04-12,144.36,Complete
1822,Buy Tata Consumer Products: target of Rs 605: ICICI Direct ,2020-11-12 18:14:00,ICICI Direct,Tata Consumer Products,TATACONSUM,605.0,Buy,2020-11-13,509.8,2020-12-23,605.0,Complete
1823,Buy JK Lakshmi Cement: target of Rs 335: ICICI Direct ,2020-11-12 18:13:00,ICICI Direct,JK Lakshmi Cement,JKLAKSHMI,335.0,Buy,2020-11-13,316.9,2020-11-14,335.0,Complete
1824,Buy Pidilite Industries: target of Rs 1850: ICICI Direct ,2020-11-12 18:13:00,ICICI Direct,Pidilite Industries,PIDILITIND,1850.0,Buy,2020-11-13,1570.0,2021-04-06,1850.0,Complete
1825,Buy Glenmark Pharmaceuticals: target of Rs 635: ICICI Direct ,2020-11-12 18:13:00,ICICI Direct,Glenmark Pharmaceuticals,GLENMARK,635.0,Buy,2020-11-13,483.45,2021-05-11,635.0,Complete
1826,Buy United Breweries: target of Rs 1120: ICICI Direct ,2020-11-12 18:13:00,ICICI Direct,United Breweries,UBL,1120.0,Buy,2020-11-13,1023.5,2020-12-08,1120.0,Complete
1827,Buy Somany Ceramics: target of Rs 290: ICICI Direct ,2020-11-12 18:13:00,ICICI Direct,Somany Ceramics,SOMANYCERA,290.0,Buy,2020-11-13,235.1,2020-12-01,290.0,Complete
1828,Buy Ipca Laboratories: target of Rs 2665: ICICI Direct ,2020-11-12 18:12:00,ICICI Direct,Ipca Laboratories,IPCALAB,2665.0,Buy,2020-11-13,2099.9,2021-01-28,1889.91,Complete
1829,Buy Affle India: target of Rs 3525: ICICI Direct ,2020-11-12 18:12:00,ICICI Direct,Affle India,AFFLE,3525.0,Buy,2020-11-13,2864.0,2020-12-01,3525.0,Complete
1830,Buy Ashok Leyland: target of Rs 100: ICICI Direct ,2020-11-12 18:12:00,ICICI Direct,Ashok Leyland,ASHOKLEY,100.0,Buy,2020-11-13,89.7,2020-12-16,100.0,Complete
1831,Buy Elgi Equipments: target of Rs 140: ICICI Direct ,2020-11-12 18:11:00,ICICI Direct,Elgi Equipments,ELGIEQUIP,140.0,Buy,2020-11-13,122.0,2020-12-09,140.0,Complete
1832,Buy Amber Enterprises India: target of Rs 2600: ICICI Direct ,2020-11-12 18:11:00,ICICI Direct,Amber Enterprises India,AMBER,2600.0,Buy,2020-11-13,2254.0,2021-01-06,2600.0,Complete
1833,Buy Action Construction Equipment: target of Rs 100: ICICI Direct ,2020-11-12 18:11:00,ICICI Direct,Action Construction Equipment,ACE,100.0,Buy,2020-11-13,73.6,2020-11-26,100.0,Complete
1834,Buy VIP Industries: target of Rs 370: ICICI Direct ,2020-11-12 18:10:00,ICICI Direct,VIP Industries,VIPIND,370.0,Buy,2020-11-13,297.95,2020-12-01,370.0,Complete
1835,Buy TTK Prestige: target of Rs 6900: ICICI Direct ,2020-11-12 18:10:00,ICICI Direct,TTK Prestige,TTKPRESTIG,6900.0,Buy,2020-11-13,5780.0,2021-02-10,6900.0,Complete
1836,Buy Team Lease: target of Rs 2840: ICICI Direct ,2020-11-12 18:09:00,ICICI Direct,Team Lease,TEAMLEASE,2840.0,Buy,2020-11-13,2370.2,2020-12-04,2840.0,Complete
1837,Buy Minda Industries: target of Rs 410: ICICI Direct ,2020-11-12 18:09:00,ICICI Direct,Minda Industries,MINDAIND,410.0,Buy,2020-11-13,363.0,2020-12-28,410.0,Complete
1838,"Buy Abbott India: target of Rs 19,065: ICICI Direct ",2020-11-12 18:09:00,ICICI Direct,Abbott India,ABBOTINDIA,19065.0,Buy,2020-11-13,15390.0,2021-07-30,19065.0,Complete
1839,Buy Hindalco: target of Rs 240: ICICI Direct ,2020-11-12 18:09:00,ICICI Direct,Hindalco,HINDALCO,240.0,Buy,2020-11-13,206.0,2020-12-03,240.0,Complete
1840,Hold TV Today Network; target of Rs 240: ICICI Direct ,2020-11-12 18:08:00,ICICI Direct,TV Today Network,TVTODAY,240.0,Hold,2020-11-13,203.0,2021-01-08,240.0,Complete
1841,Hold Vedanta; target of Rs 100: ICICI Direct ,2020-11-12 18:07:00,ICICI Direct,Vedanta,VEDL,100.0,Hold,,,,,Not Attempted
1842,Hold Lemon Tree Hotels; target of Rs 32: ICICI Direct ,2020-11-12 18:07:00,ICICI Direct,Lemon Tree Hotels,LEMONTREE,32.0,Hold,2020-11-13,30.9,2020-11-17,32.0,Complete
1843,Hold Voltas; target of Rs 845: ICICI Direct ,2020-11-12 18:07:00,ICICI Direct,Voltas,VOLTAS,845.0,Hold,2020-11-13,755.0,2021-01-04,845.0,Complete
1844,Hold Bata India; target of Rs 1400: ICICI Direct ,2020-11-12 18:06:00,ICICI Direct,Bata India,BATAINDIA,1400.0,Hold,2020-11-13,1339.65,2020-11-18,1400.0,Complete
1845,Buy Mahindra and Mahindra: target of Rs 760: ICICI Direct ,2020-11-12 16:37:00,ICICI Direct,Mahindra and Mahindra,MHRIL,760.0,Buy,,,,,Not Attempted
1846,Accumulate Bayer Cropscience; target of Rs 6090: Prabhudas Lilladher ,2020-11-12 16:04:00,Prabhudas Lilladher,Bayer Cropscience,BAYERCROP,6090.0,Accumulate,2020-11-13,5139.85,2021-08-10,6090.0,Complete
1847,Accumulate Entertainment Network (India); target of Rs 185: Prabhudas Lilladher ,2020-11-12 16:03:00,Prabhudas Lilladher,Entertainment Network (India),DIXON,185.0,Accumulate,,,,,Not Attempted
1848,Accumulate Godrej Agrovet; target of Rs 587: Prabhudas Lilladher ,2020-11-12 16:03:00,Prabhudas Lilladher,Godrej Agrovet,GODREJAGRO,587.0,Accumulate,2020-11-13,498.05,2021-05-12,587.0,Complete
1849,Accumulate KEC International; target of Rs 339: Prabhudas Lilladher ,2020-11-12 16:03:00,Prabhudas Lilladher,KEC International,KEC,339.0,Accumulate,,,,,Not Attempted
1850,Accumulate Thermax; target of Rs 798: Prabhudas Lilladher ,2020-11-12 16:02:00,Prabhudas Lilladher,Thermax,THERMAX,798.0,Accumulate,2020-11-13,771.0,2020-11-17,798.0,Complete
1851,Accumulate Jubilant Life Sciences; target of Rs 752: Prabhudas Lilladher ,2020-11-12 16:02:00,Prabhudas Lilladher,Jubilant Life Sciences,ERIS,752.0,Accumulate,2020-11-13,502.4,2021-07-01,752.0,Complete
1852,Hold Ipca Laboratories; target of Rs 2393: Prabhudas Lilladher ,2020-11-12 16:02:00,Prabhudas Lilladher,Ipca Laboratories,IPCALAB,2393.0,Hold,2020-11-13,2099.9,2021-01-28,1889.91,Complete
1853,Hold Sumitomo Chemical India; target of Rs 284: Prabhudas Lilladher ,2020-11-12 16:02:00,Prabhudas Lilladher,Sumitomo Chemical India,SUMICHEM,284.0,Hold,2020-11-13,271.6,2020-11-19,284.0,Complete
1854,Hold Cipla; target of Rs 836: Prabhudas Lilladher ,2020-11-12 16:01:00,Prabhudas Lilladher,Cipla,CIPLA,836.0,Hold,2020-11-13,742.5,2020-12-28,836.0,Complete
1855,Hold Pidilite Industries; target of Rs 1518: Prabhudas Lilladher ,2020-11-12 16:01:00,Prabhudas Lilladher,Pidilite Industries,PIDILITIND,1518.0,Hold,,,,,Not Attempted
1856,"Hold Nestle India; target of Rs 17,640: Prabhudas Lilladher ",2020-11-12 16:01:00,Prabhudas Lilladher,Nestle India,NESTLEIND,17640.0,Hold,2020-11-13,16725.0,2020-11-23,17640.0,Complete
1857,Hold ABB; target of Rs 880: Prabhudas Lilladher ,2020-11-12 16:00:00,Prabhudas Lilladher,ABB,ABB,880.0,Hold,,,,,Not Attempted
1858,Buy Lupin; target of Rs 1212: Prabhudas Lilladher ,2020-11-12 15:25:00,Prabhudas Lilladher,Lupin,LUPIN,1212.0,Buy,2020-11-12,908.0,2021-05-06,1212.0,Complete
