S No.,Reco Full,Reco Datetime,Reco Provider,Reco For,Symbol,Target Price,Action,Buy Date,Buy Price,Sell Date,Sell Price,Status
151,Buy Varun Beverages : target of Rs 1175: ICICI Securities ,2022-03-07 15:09:00,ICICI Securities,Varun Beverages,VBL,1175.0,Buy,2022-03-07,911.5,,,Open
152,Hold JK Cement; target of Rs 3150: Emkay Global Financial ,2022-03-07 13:58:00,Emkay Global Financial,JK Cement,JKLAKSHMI,3150.0,Hold,,,,,Not Attempted
153,Buy Carborundum Universal: target of Rs 952: Sharekhan ,2022-03-07 13:32:00,Sharekhan,Carborundum Universal,CARBORUNIV,952.0,Buy,2022-03-07,694.65,,,Open
154,Buy NMDC: target of Rs 200: Sharekhan ,2022-03-07 13:22:00,Sharekhan,NMDC,NMDC,200.0,Buy,2022-03-07,146.65,,,Open
155,Buy KSB; target of Rs 1352: Anand Rathi ,2022-03-04 12:49:00,Anand Rathi,KSB,KSB,1352.0,Buy,2022-03-04,1054.0,2022-04-01,1362.0,Complete
156,Buy Sanofi India: target of Rs 9250: Sharekhan ,2022-03-04 12:42:00,Sharekhan,Sanofi India,SANOFI,9250.0,Buy,2022-03-04,7251.95,,,Open
157,Buy Mahindra Lifespace Developers: target of Rs 340: Sharekhan ,2022-03-04 12:41:00,Sharekhan,Mahindra Lifespace Developers,MAHLIFE,340.0,Buy,2022-03-04,297.95,2022-03-28,348.0,Complete
158,Buy Infosys: target of Rs 2300: Sharekhan ,2022-03-04 12:41:00,Sharekhan,Infosys,INFY,2300.0,Buy,2022-03-04,1695.25,,,Open
159,Buy Marico: target of Rs 645: Sharekhan ,2022-03-04 12:41:00,Sharekhan,Marico,MARICO,645.0,Buy,2022-03-04,507.0,,,Open
160,Buy Muthoot Finance; target of Rs 1750 : Motilal Oswal ,2022-03-04 12:00:00,Motilal Oswal,Muthoot Finance,MUTHOOTFIN,1750.0,Buy,2022-03-04,1419.7,,,Open
161,Hold Biocon; target of Rs 390: ICICI Direct ,2022-03-04 11:51:00,ICICI Direct,Biocon,BIOCON,390.0,Hold,2022-03-04,340.0,,,Open
162,Buy TTK Prestige; target of Rs 975: Geojit ,2022-03-04 11:38:00,Geojit,TTK Prestige,TTKPRESTIG,975.0,Buy,2022-03-04,808.0,,,Open
163,Accumulate Coal India; target of Rs 192: Prabhudas Lilladher ,2022-03-02 15:39:00,Prabhudas Lilladher,Coal India,COALINDIA,192.0,Accumulate,2022-03-03,189.6,2022-03-03,197.75,Complete
164,Buy Safari Industries (India); target of Rs 1264: Prabhudas Lilladher ,2022-03-02 15:26:00,Prabhudas Lilladher,Safari Industries (India),SAFARI,1264.0,Buy,2022-03-02,835.0,,,Open
165,Buy India Glycols; target of Rs 1071: Arihant Capital ,2022-03-02 15:22:00,Arihant Capital,India Glycols,INDIAGLYCO,1071.0,Buy,2022-03-02,756.0,2022-04-01,1112.8,Complete
166,Buy pricol; target of Rs 165: Hem Securities ,2022-03-02 14:58:00,Hem Securities,pricol,PRICOLLTD,165.0,Buy,2022-03-02,109.9,,,Open
167,Buy APL Apollo Tubes; target of Rs 960: Hem Securities ,2022-03-02 14:43:00,Hem Securities,APL Apollo Tubes,APLAPOLLO,960.0,Buy,2022-03-02,840.95,2022-03-21,967.95,Complete
168,Buy Biocon: target of Rs 420: Sharekhan ,2022-03-01 12:31:00,Sharekhan,Biocon,BIOCON,420.0,Buy,2022-03-02,350.0,,,Open
169,Buy Oil India: target of Rs 290: Sharekhan ,2022-03-01 12:15:00,Sharekhan,Oil India,OIL,290.0,Buy,2022-03-02,232.4,,,Open
170,Buy Easy Trip Planners; target of Rs 335: ICICI Direct ,2022-02-28 14:20:00,ICICI Direct,Easy Trip Planners,EASEMYTRIP,335.0,Buy,,,,,Not Attempted
171,Buy InterGlobe Aviation; target of Rs 2188: Geojit ,2022-02-28 14:13:00,Geojit,InterGlobe Aviation,INDIGO,2188.0,Buy,2022-02-28,1870.0,,,Open
172,Buy UltraTech Cement: target of Rs 9200: Sharekhan ,2022-02-28 14:01:00,Sharekhan,UltraTech Cement,ULTRACEMCO,9200.0,Buy,2022-02-28,6538.0,,,Open
173,Buy Mphasis; target of Rs 3650: Emkay Global Financial ,2022-02-28 13:54:00,Emkay Global Financial,Mphasis,MPHASIS,3650.0,Buy,2022-02-28,3008.0,,,Open
174,Accumulate Greaves Cotton; target of Rs 185: Arihant Capital ,2022-02-25 15:45:00,Arihant Capital,Greaves Cotton,GREAVESCOT,185.0,Accumulate,2022-02-28,169.9,2022-03-21,192.95,Complete
175,Buy V-MART; target of Rs 4450 : Motilal Oswal ,2022-02-25 12:59:00,Motilal Oswal,V-MART,ARVSMART,4450.0,Buy,,,,,Not Attempted
176,Buy Sanofi India; target of Rs 8965: ICICI Direct ,2022-02-25 12:21:00,ICICI Direct,Sanofi India,SANOFI,8965.0,Buy,2022-02-25,7241.0,,,Open
177,Buy Mahindra CIE; target of Rs 245: ICICI Direct ,2022-02-24 16:28:00,ICICI Direct,Mahindra CIE,MAHINDCIE,245.0,Buy,2022-02-25,192.2,,,Open
178,Hold Crompton Greaves Consumer; target of Rs 465: ICICI Direct ,2022-02-24 16:16:00,ICICI Direct,Crompton Greaves Consumer,CROMPTON,465.0,Hold,2022-02-25,416.0,,,Open
179,Buy Mahindra CIE; target of Rs 267 : Motilal Oswal ,2022-02-24 13:43:00,Motilal Oswal,Mahindra CIE,MAHINDCIE,267.0,Buy,2022-02-24,194.0,,,Open
180,Accumulate Bata India; target of Rs 2135: Geojit ,2022-02-24 12:11:00,Geojit,Bata India,BATAINDIA,2135.0,Accumulate,2022-02-24,1821.0,,,Open
181,Buy Crompton Greaves Consumer Electricals; target of Rs 533: Prabhudas Lilladher ,2022-02-24 12:04:00,Prabhudas Lilladher,Crompton Greaves Consumer Electricals,BAJAJCON,533.0,Buy,,,,,Not Attempted
182,Buy Automotive Axles; target of Rs 1730: ICICI Direct ,2022-02-23 19:10:00,ICICI Direct,Automotive Axles,AUTOAXLES,1730.0,Buy,2022-02-24,1476.0,2022-03-31,1766.7,Complete
183,"Buy Nestle India; target of Rs 19,995: Geojit ",2022-02-23 18:58:00,Geojit,Nestle India,NESTLEIND,19995.0,Buy,2022-02-24,17730.0,,,Open
184,Accumulate KNR Constructions; target of Rs 354: Geojit ,2022-02-23 15:35:00,Geojit,KNR Constructions,KNRCON,354.0,Accumulate,2022-02-24,296.0,,,Open
185,Accumulate TVS Motor Company; target of Rs 736: Geojit ,2022-02-23 15:32:00,Geojit,TVS Motor Company,TVSMOTOR,736.0,Accumulate,2022-02-24,637.0,,,Open
186,Buy Apollo Hospitals Enterprise; target of Rs 5416: Geojit ,2022-02-23 15:30:00,Geojit,Apollo Hospitals Enterprise,APOLLOHOSP,5416.0,Buy,2022-02-24,4425.0,,,Open
187,Buy Ashoka Buildcon; target of Rs 159: Anand Rathi ,2022-02-23 15:25:00,Anand Rathi,Ashoka Buildcon,ASHOKA,159.0,Buy,2022-02-23,92.0,,,Open
188,Buy Ahluwalia Contracts (India); target of Rs 508: Anand Rathi ,2022-02-23 15:21:00,Anand Rathi,Ahluwalia Contracts (India),AHLUCONT,508.0,Buy,2022-02-23,380.45,2022-04-07,525.0,Complete
189,Buy Greenply Industries; target of Rs 257: Anand Rathi ,2022-02-23 15:11:00,Anand Rathi,Greenply Industries,GREENPLY,257.0,Buy,2022-02-23,185.0,,,Open
190,Buy PNC Infratech; target of Rs 378: Anand Rathi ,2022-02-23 15:07:00,Anand Rathi,PNC Infratech,PNCINFRA,378.0,Buy,2022-02-23,249.65,,,Open
191,"Buy Honeywell Automation India: target of Rs 48,600: Sharekhan ",2022-02-23 13:19:00,Sharekhan,Honeywell Automation India,HONAUT,48600.0,Buy,2022-02-23,40980.0,,,Open
192,"Buy Nestle India: target of Rs 22,395: Sharekhan ",2022-02-23 13:19:00,Sharekhan,Nestle India,NESTLEIND,22395.0,Buy,2022-02-23,18111.0,,,Open
193,Buy Coal India: target of Rs 190: Sharekhan ,2022-02-23 13:19:00,Sharekhan,Coal India,COALINDIA,190.0,Buy,2022-02-23,160.35,2022-03-03,197.75,Complete
194,Buy RPSG Ventures; target of Rs 2903: Arihant Capital ,2022-02-23 13:18:00,Arihant Capital,RPSG Ventures,RPSGVENT,2903.0,Buy,,,,,Not Attempted
195,Buy Vishnu Chemicals; target of Rs 1892: Arihant Capital ,2022-02-23 13:17:00,Arihant Capital,Vishnu Chemicals,VISHNU,1892.0,Buy,,,,,Not Attempted
196,Buy Home First Finance; target of Rs 917: Arihant Capital ,2022-02-23 13:17:00,Arihant Capital,Home First Finance,HOMEFIRST,917.0,Buy,,,,,Not Attempted
197,Accumulate Ambuja Cements; target of Rs 383: Arihant Capital ,2022-02-23 13:17:00,Arihant Capital,Ambuja Cements,AMBUJACEM,383.0,Accumulate,2022-02-23,338.9,,,Open
198,Buy Dabur; target of Rs 705 : Motilal Oswal ,2022-02-22 15:52:00,Motilal Oswal,Dabur,DABUR,705.0,Buy,2022-02-23,550.05,,,Open
199,Buy Coal India; target of Rs 217 : Motilal Oswal ,2022-02-22 15:49:00,Motilal Oswal,Coal India,COALINDIA,217.0,Buy,2022-02-23,160.35,,,Open
200,"Accumulate Nestle India; target of Rs 19,982: KR Choksey ",2022-02-22 15:29:00,KR Choksey,Nestle India,NESTLEIND,19982.0,Accumulate,2022-02-22,17985.0,,,Open
201,Buy Kalpataru Power Transmission; target of Rs 465: Prabhudas Lilladher ,2022-02-22 15:26:00,Prabhudas Lilladher,Kalpataru Power Transmission,KALPATPOWR,465.0,Buy,2022-02-22,390.0,,,Open
202,"Accumulate Nestle India; target of Rs 19,120: Prabhudas Lilladher ",2022-02-22 15:21:00,Prabhudas Lilladher,Nestle India,NESTLEIND,19120.0,Accumulate,2022-02-22,17985.0,,,Open
203,Buy Ambuja Cement; target of Rs 390: Prabhudas Lilladher ,2022-02-22 14:52:00,Prabhudas Lilladher,Ambuja Cement,AMBUJACEM,390.0,Buy,2022-02-22,334.0,,,Open
204,Accumulate Coal India; target of Rs 172: Prabhudas Lilladher ,2022-02-22 14:50:00,Prabhudas Lilladher,Coal India,COALINDIA,172.0,Accumulate,2022-02-22,159.5,2022-03-02,185.65,Complete
205,Buy Bank of Baroda: target of Rs 128: Sharekhan ,2022-02-22 12:58:00,Sharekhan,Bank of Baroda,BANKBARODA,128.0,Buy,2022-02-22,101.2,,,Open
206,Buy Mahindra Logistics; target of Rs 560: ICICI Direct ,2022-02-21 19:18:00,ICICI Direct,Mahindra Logistics,MAHLOG,560.0,Buy,2022-02-22,424.0,,,Open
207,Buy KNR Constructions; target of Rs 360: ICICI Direct ,2022-02-21 19:17:00,ICICI Direct,KNR Constructions,KNRCON,360.0,Buy,2022-02-22,305.2,,,Open
208,Buy Ipca Laboratories; target of Rs 1175: ICICI Direct ,2022-02-21 19:17:00,ICICI Direct,Ipca Laboratories,IPCALAB,1175.0,Buy,2022-02-22,952.0,,,Open
209,Buy Graphite India; target of Rs 650: ICICI Direct ,2022-02-21 18:54:00,ICICI Direct,Graphite India,GRAPHITE,650.0,Buy,2022-02-22,450.0,,,Open
210,Buy Coal India; target of Rs 195: ICICI Direct ,2022-02-21 18:54:00,ICICI Direct,Coal India,COALINDIA,195.0,Buy,2022-02-22,159.5,2022-03-03,197.75,Complete
211,Buy Balkrishna Industries; target of Rs 2650: ICICI Direct ,2022-02-21 18:54:00,ICICI Direct,Balkrishna Industries,BALKRISIND,2650.0,Buy,2022-02-22,1900.0,,,Open
212,Buy Ambuja Cements; target of Rs 430: ICICI Direct ,2022-02-21 18:54:00,ICICI Direct,Ambuja Cements,AMBUJACEM,430.0,Buy,2022-02-22,334.0,,,Open
213,Hold Sobha: target of Rs 960: ICICI Direct ,2022-02-18 19:47:00,ICICI Direct,Sobha,SOBHA,960.0,Hold,2022-02-21,754.15,,,Open
214,Hold Greenply Industries: target of Rs 215: ICICI Direct ,2022-02-18 19:46:00,ICICI Direct,Greenply Industries,GREENPLY,215.0,Hold,2022-02-21,191.9,2022-03-31,224.0,Complete
215,Hold Elgi Equipments: target of Rs 410: ICICI Direct ,2022-02-18 19:46:00,ICICI Direct,Elgi Equipments,ELGIEQUIP,410.0,Hold,2022-02-21,398.85,,,Open
216,Hold Eicher Motors: target of Rs 2790: ICICI Direct ,2022-02-18 19:46:00,ICICI Direct,Eicher Motors,EICHERMOT,2790.0,Hold,2022-02-21,2688.0,,,Open
217,Hold Ashoka Buildcon: target of Rs 100: ICICI Direct ,2022-02-18 19:46:00,ICICI Direct,Ashoka Buildcon,ASHOKA,100.0,Hold,2022-02-21,97.85,,,Open
218,Buy MOIL; target of Rs 220: Sharekhan ,2022-02-18 11:17:00,Sharekhan,MOIL,MOIL,220.0,Buy,2022-02-18,169.65,,,Open
219,Buy Oil India; target of Rs 290: Sharekhan ,2022-02-18 11:17:00,Sharekhan,Oil India,OIL,290.0,Buy,2022-02-18,231.9,,,Open
220,Buy Indigo Paints; target of Rs 2750: Sharekhan ,2022-02-18 11:17:00,Sharekhan,Indigo Paints,INDIGOPNTS,2750.0,Buy,2022-02-18,1787.0,,,Open
221,Buy Grasim Industries; target of Rs 2100: Sharekhan ,2022-02-18 11:17:00,Sharekhan,Grasim Industries,GRASIM,2100.0,Buy,2022-02-18,1702.0,,,Open
222,Buy KNR Constructions; target of Rs 370: Sharekhan ,2022-02-18 11:17:00,Sharekhan,KNR Constructions,KNRCON,370.0,Buy,2022-02-18,307.55,,,Open
223,Buy IPCA Laboratories; target of Rs 1160: Sharekhan ,2022-02-18 11:01:00,Sharekhan,IPCA Laboratories,IPCALAB,1160.0,Buy,2022-02-18,964.5,,,Open
224,Buy Gabriel India; target of Rs 173: Sharekhan ,2022-02-18 11:00:00,Sharekhan,Gabriel India,GABRIEL,173.0,Buy,2022-02-18,123.0,,,Open
225,Buy Greenlam Industries; target of Rs 2127: Sharekhan ,2022-02-18 11:00:00,Sharekhan,Greenlam Industries,GREENLAM,2127.0,Buy,,,,,Not Attempted
226,Buy V-Guard Industries; target of Rs 280: Sharekhan ,2022-02-18 11:00:00,Sharekhan,V-Guard Industries,VGUARD,280.0,Buy,2022-02-18,211.0,,,Open
227,Buy Castrol India; target of Rs 172: Sharekhan ,2022-02-18 11:00:00,Sharekhan,Castrol India,CASTROLIND,172.0,Buy,2022-02-18,115.8,,,Open
228,Buy KEC International; target of Rs 610: Sharekhan ,2022-02-18 10:26:00,Sharekhan,KEC International,KEC,610.0,Buy,2022-02-18,474.0,,,Open
229,Buy Gujarat Gas; target of Rs 840: Sharekhan ,2022-02-18 10:25:00,Sharekhan,Gujarat Gas,GUJGASLTD,840.0,Buy,2022-02-18,657.0,,,Open
230,Buy Godrej Consumer Products; target of Rs 1150: Sharekhan ,2022-02-18 10:25:00,Sharekhan,Godrej Consumer Products,GODREJCP,1150.0,Buy,2022-02-18,830.0,,,Open
231,Buy NMDC; target of Rs 200: Sharekhan ,2022-02-18 10:25:00,Sharekhan,NMDC,NMDC,200.0,Buy,2022-02-18,144.6,,,Open
232,Buy Amara Raja Batteries; target of Rs 784: Sharekhan ,2022-02-18 10:25:00,Sharekhan,Amara Raja Batteries,AMARAJABAT,784.0,Buy,2022-02-18,596.0,,,Open
233,Buy Steel Authority of India; target of Rs 150: Sharekhan ,2022-02-17 20:14:00,Sharekhan,Steel Authority of India,SAIL,150.0,Buy,2022-02-18,97.3,,,Open
234,Buy Petronet LNG; target of Rs 285: Sharekhan ,2022-02-17 20:14:00,Sharekhan,Petronet LNG,PETRONET,285.0,Buy,2022-02-18,216.0,,,Open
235,Buy Aurobindo Pharma; target of Rs 875: Sharekhan ,2022-02-17 20:14:00,Sharekhan,Aurobindo Pharma,AUROPHARMA,875.0,Buy,2022-02-18,671.0,,,Open
236,Buy Mahanagar Gas; target of Rs 1000: Sharekhan ,2022-02-17 20:14:00,Sharekhan,Mahanagar Gas,MGL,1000.0,Buy,2022-02-18,774.0,,,Open
237,Buy Trent; target of Rs 1275: Sharekhan ,2022-02-17 20:14:00,Sharekhan,Trent,TRENT,1275.0,Buy,2022-02-18,1045.0,2022-03-17,1284.0,Complete
238,Hold Varroc Engineering; target of Rs 425: Khambatta Securities ,2022-02-17 15:54:00,Khambatta Securities,Varroc Engineering,VARROC,425.0,Hold,2022-02-18,372.0,,,Open
239,Buy Eicher Motors; target of Rs 3122: Geojit ,2022-02-17 15:42:00,Geojit,Eicher Motors,EICHERMOT,3122.0,Buy,2022-02-18,2703.2,,,Open
240,Buy Ashoka Buildcon: target of Rs 125: Sharekhan ,2022-02-17 15:22:00,Sharekhan,Ashoka Buildcon,ASHOKA,125.0,Buy,2022-02-17,95.9,,,Open
241,Buy Va Tech Wabag: target of Rs 435: Sharekhan ,2022-02-17 15:20:00,Sharekhan,Va Tech Wabag,WABAG,435.0,Buy,2022-02-17,326.4,,,Open
242,Buy Repco Home Finance: target of Rs 275: Sharekhan ,2022-02-17 15:19:00,Sharekhan,Repco Home Finance,REPCOHOME,275.0,Buy,2022-02-17,241.0,,,Open
243,Buy Power Grid Corporation of India; target of Rs 244: Khambatta Securities ,2022-02-17 15:13:00,Khambatta Securities,Power Grid Corporation of India,POWERGRID,244.0,Buy,2022-02-17,198.25,,,Open
244,Buy Voltas; target of Rs 1400: Anand Rathi ,2022-02-17 15:11:00,Anand Rathi,Voltas,VOLTAS,1400.0,Buy,2022-02-17,1217.3,,,Open
245,Buy Hero MotoCorp; target of Rs 3738: Arihant Capital ,2022-02-17 15:09:00,Arihant Capital,Hero MotoCorp,HEROMOTOCO,3738.0,Buy,2022-02-17,2800.0,,,Open
246,Accumulate Balkrishna Industries; target of Rs 2290: KR Choksey ,2022-02-17 15:07:00,KR Choksey,Balkrishna Industries,BALKRISIND,2290.0,Accumulate,2022-02-17,2002.9,,,Open
247,Buy Fine Organic Industries; target of Rs 4600: Prabhudas Lilladher ,2022-02-17 15:01:00,Prabhudas Lilladher,Fine Organic Industries,FINEORG,4600.0,Buy,2022-02-17,3970.0,,,Open
248,Buy Ipca Laboratories; target of Rs 1190: Motilal Oswal ,2022-02-17 14:53:00,Motilal Oswal,Ipca Laboratories,IPCALAB,1190.0,Buy,2022-02-17,1001.0,,,Open
249,Buy Titan Company; target of Rs 2900: Emkay Global Financial ,2022-02-17 14:50:00,Emkay Global Financial,Titan Company,TITAN,2900.0,Buy,2022-02-17,2509.5,,,Open
250,Buy Devyani International; target of Rs 210: Emkay Global Financial ,2022-02-17 14:28:00,Emkay Global Financial,Devyani International,DEVYANI,210.0,Buy,2022-02-17,168.5,,,Open
251,Buy Aditya Birla Fashion and Retail; target of Rs 400: Emkay Global Financial ,2022-02-17 14:27:00,Emkay Global Financial,Aditya Birla Fashion and Retail,ABFRL,400.0,Buy,2022-02-17,278.8,,,Open
252,Buy Bank of Baroda; target of Rs 145: Emkay Global Financial ,2022-02-17 14:26:00,Emkay Global Financial,Bank of Baroda,BANKBARODA,145.0,Buy,2022-02-17,108.1,,,Open
253,Buy Indian Bank; target of Rs 220: Emkay Global Financial ,2022-02-17 14:25:00,Emkay Global Financial,Indian Bank,INDIANB,220.0,Buy,2022-02-17,153.45,,,Open
254,Buy Kaveri Seeds; target of Rs 635: Motilal Oswal ,2022-02-17 14:16:00,Motilal Oswal,Kaveri Seeds,KSCL,635.0,Buy,2022-02-17,520.0,,,Open
255,Buy KNR Construction; target of Rs 360: Motilal Oswal ,2022-02-17 14:15:00,Motilal Oswal,KNR Construction,KNRCON,360.0,Buy,2022-02-17,309.95,,,Open
256,Buy Godrej Properties; target of Rs 1831: Geojit ,2022-02-16 20:06:00,Geojit,Godrej Properties,GODREJPROP,1831.0,Buy,2022-02-17,1598.0,,,Open
257,Buy Bharti Airtel; target of Rs 788: Geojit ,2022-02-16 20:05:00,Geojit,Bharti Airtel,BHARTIARTL,788.0,Buy,2022-02-17,724.45,,,Open
258,Buy Petronet LNG; target of Rs 254: Geojit ,2022-02-16 20:05:00,Geojit,Petronet LNG,PETRONET,254.0,Buy,2022-02-17,218.2,,,Open
259,Hold IPCA Laboratories; target of Rs 1060: Emkay Global Financial ,2022-02-16 20:05:00,Emkay Global Financial,IPCA Laboratories,IPCALAB,1060.0,Hold,2022-02-17,1001.0,2022-03-29,1062.9,Complete
260,Accumulate ACC; target of Rs 2515: Arihant Capital ,2022-02-16 20:04:00,Arihant Capital,ACC,ACC,2515.0,Accumulate,2022-02-17,2240.4,,,Open
261,Buy Ipca Laboratories; target of Rs 1225: Prabhudas Lilladher ,2022-02-16 20:04:00,Prabhudas Lilladher,Ipca Laboratories,IPCALAB,1225.0,Buy,2022-02-17,1001.0,,,Open
262,Buy Kalpataru Power Transmission; target of Rs 444: Prabhudas Lilladher ,2022-02-16 20:04:00,Prabhudas Lilladher,Kalpataru Power Transmission,KALPATPOWR,444.0,Buy,2022-02-17,399.8,,,Open
263,Buy Manappuram Finance; target of Rs 160: Arihant Capital ,2022-02-16 20:04:00,Arihant Capital,Manappuram Finance,MANAPPURAM,160.0,Buy,2022-02-17,127.25,,,Open
264,Buy Marksans Pharma; target of Rs 86: Arihant Capital ,2022-02-16 20:03:00,Arihant Capital,Marksans Pharma,MARKSANS,86.0,Buy,2022-02-17,53.95,,,Open
265,Hold Tata Chemicals: target of Rs 1035: ICICI Direct ,2022-02-15 18:36:00,ICICI Direct,Tata Chemicals,TATACHEM,1035.0,Hold,2022-02-16,921.9,,,Open
266,Hold Petronet LNG: target of Rs 220: ICICI Direct ,2022-02-15 18:36:00,ICICI Direct,Petronet LNG,PETRONET,220.0,Hold,2022-02-16,216.3,2022-03-07,220.0,Complete
267,Hold Motherson Sumi: target of Rs 185: ICICI Direct ,2022-02-15 18:36:00,ICICI Direct,Motherson Sumi,MOTHERSUMI,185.0,Hold,2022-02-16,173.0,,,Open
268,Hold Mahanagar Gas: target of Rs 885: ICICI Direct ,2022-02-15 18:36:00,ICICI Direct,Mahanagar Gas,MGL,885.0,Hold,2022-02-16,805.0,,,Open
269,Buy NMDC; target of Rs 190: ICICI Direct ,2022-02-15 17:59:00,ICICI Direct,NMDC,NMDC,190.0,Buy,2022-02-16,151.95,,,Open
270,Buy Trent; target of Rs 1330: ICICI Direct ,2022-02-15 17:59:00,ICICI Direct,Trent,TRENT,1330.0,Buy,2022-02-16,1089.9,2022-04-05,1335.0,Complete
271,Buy TCNS Clothing; target of Rs 970: ICICI Direct ,2022-02-15 17:59:00,ICICI Direct,TCNS Clothing,TCNSBRANDS,970.0,Buy,2022-02-16,699.0,,,Open
272,Buy Indraprastha Gas; target of Rs 475: ICICI Direct ,2022-02-15 17:59:00,ICICI Direct,Indraprastha Gas,IGL,475.0,Buy,2022-02-16,389.7,,,Open
273,Buy Gujarat State Petronet; target of Rs 360: ICICI Direct ,2022-02-15 17:59:00,ICICI Direct,Gujarat State Petronet,GSPL,360.0,Buy,2022-02-16,297.0,,,Open
274,Buy Globus Spirits; target of Rs 1750: ICICI Direct ,2022-02-15 17:39:00,ICICI Direct,Globus Spirits,GLOBUSSPR,1750.0,Buy,2022-02-16,1299.0,,,Open
275,Buy Bharat Forge; target of Rs 910: ICICI Direct ,2022-02-15 17:39:00,ICICI Direct,Bharat Forge,BHARATFORG,910.0,Buy,2022-02-16,722.0,,,Open
276,Buy Apollo Hospitals; target of Rs 5480: ICICI Direct ,2022-02-15 17:39:00,ICICI Direct,Apollo Hospitals,APOLLOHOSP,5480.0,Buy,2022-02-16,4695.0,,,Open
277,Buy Indostar Capital Finance; target of Rs 414: Arihant Capital ,2022-02-15 15:57:00,Arihant Capital,Indostar Capital Finance,INDOSTAR,414.0,Buy,2022-02-16,249.2,,,Open
278,Buy Muthoot Finance; target of Rs 1714: Prabhudas Lilladher ,2022-02-15 15:49:00,Prabhudas Lilladher,Muthoot Finance,MUTHOOTFIN,1714.0,Buy,2022-02-16,1370.0,,,Open
279,Buy Eicher Motors; target of Rs 3106: Prabhudas Lilladher ,2022-02-15 15:41:00,Prabhudas Lilladher,Eicher Motors,EICHERMOT,3106.0,Buy,2022-02-16,2708.0,,,Open
280,Buy Ashok Leyland; target of Rs 175: Prabhudas Lilladher ,2022-02-15 15:34:00,Prabhudas Lilladher,Ashok Leyland,ASHOKLEY,175.0,Buy,2022-02-16,129.3,,,Open
281,Buy Nazara Technologies; target of Rs 2544: Prabhudas Lilladher ,2022-02-15 15:22:00,Prabhudas Lilladher,Nazara Technologies,NAZARA,2544.0,Buy,2022-02-15,1888.0,,,Open
282,"Hold Shree Cement; target of Rs 26,830: Prabhudas Lilladher ",2022-02-15 14:26:00,Prabhudas Lilladher,Shree Cement,SHREECEM,26830.0,Hold,2022-02-15,23605.0,,,Open
283,Hold Entertainment Network (India); target of Rs 201: Prabhudas Lilladher ,2022-02-15 14:26:00,Prabhudas Lilladher,Entertainment Network (India),DIXON,201.0,Hold,,,,,Not Attempted
284,Accumulate Cummins India; target of Rs 1069: Prabhudas Lilladher ,2022-02-15 14:25:00,Prabhudas Lilladher,Cummins India,CUMMINSIND,1069.0,Accumulate,2022-02-15,966.0,2022-03-21,1076.85,Complete
285,Accumulate Aurobindo Pharma; target of Rs 759: Prabhudas Lilladher ,2022-02-15 14:25:00,Prabhudas Lilladher,Aurobindo Pharma,AUROPHARMA,759.0,Accumulate,2022-02-15,684.8,,,Open
286,Accumulate NMDC; target of Rs 175: Prabhudas Lilladher ,2022-02-15 14:25:00,Prabhudas Lilladher,NMDC,NMDC,175.0,Accumulate,2022-02-15,153.25,2022-04-08,175.0,Complete
287,Accumulate Bajaj Electricals; target of Rs 1303: Prabhudas Lilladher ,2022-02-15 14:24:00,Prabhudas Lilladher,Bajaj Electricals,BAJAJCON,1303.0,Accumulate,,,,,Not Attempted
288,Accumulate Thermax; target of Rs 2158: Prabhudas Lilladher ,2022-02-15 14:24:00,Prabhudas Lilladher,Thermax,THERMAX,2158.0,Accumulate,2022-02-15,1851.15,2022-04-13,2347.0,Complete
289,Accumulate Siemens; target of Rs 2602: Prabhudas Lilladher ,2022-02-15 14:24:00,Prabhudas Lilladher,Siemens,SIEMENS,2602.0,Accumulate,2022-02-15,2331.45,,,Open
290,Accumulate Lupin; target of Rs 950: Prabhudas Lilladher ,2022-02-15 14:23:00,Prabhudas Lilladher,Lupin,LUPIN,950.0,Accumulate,2022-02-15,765.45,,,Open
291,Hold ABB India; target of Rs 2209: Prabhudas Lilladher ,2022-02-15 14:23:00,Prabhudas Lilladher,ABB India,ABB,2209.0,Hold,2022-02-15,2110.0,2022-03-02,2212.5,Complete
292,Buy Oil India; target of Rs 351: Prabhudas Lilladher ,2022-02-15 13:40:00,Prabhudas Lilladher,Oil India,OIL,351.0,Buy,2022-02-15,231.0,,,Open
